,NetIncomeLoss,Assets,AssetsCurrent
March 2012,1600000.0,,
June 2012,1600000.0,,
September 2012,1600000.0,,
December 2012,1600000.0,,
March 2013,3008333.3333333335,,
June 2013,3008333.3333333335,,
September 2013,3008333.3333333335,,
December 2013,1036000.0,939203000.0,110939000.0
March 2014,-530000.0,,
June 2014,11705000.0,,
September 2014,-33584000.0,956591000.0,99309000.0
December 2014,5037000.0,937312000.0,92029000.0
March 2015,96000.0,957618000.0,100115000.0
June 2015,-9132000.0,964863000.0,103530000.0
September 2015,16454000.0,1070262000.0,105622000.0
December 2015,2412000.0,1060711000.0,103207000.0
March 2016,-1461000.0,1058336000.0,100924000.0
June 2016,5451000.0,1053606000.0,95975000.0
September 2016,15816000.0,1075882000.0,117384000.0
December 2016,3217000.0,1080705000.0,122627000.0
March 2017,-3051000.0,1070363000.0,106165000.0
June 2017,5168000.0,1075986000.0,110982000.0
September 2017,14192000.0,1104923000.0,132897000.0
December 2017,-30057000.0,1056358000.0,138404000.0
March 2018,-26828000.0,1003287000.0,119673000.0
June 2018,1335000.0,1007545000.0,140492000.0
September 2018,9295000.0,1011530000.0,127110000.0
December 2018,-82460000.0,936632000.0,133169000.0
March 2019,-5237000.0,1013231000.0,137310000.0
June 2019,10203000.0,1012723000.0,140941000.0
September 2019,8255000.0,1029668000.0,152518000.0
December 2019,-80984000.0,880399000.0,161371000.0
March 2020,-60154000.0,845378000.0,203304000.0
June 2020,-27178000.0,740256000.0,126377000.0
September 2020,795000.0,757167000.0,143779000.0
December 2020,4067000.0,768502000.0,154291000.0
March 2021,-6549000.0,691076000.0,76641000.0
June 2021,9432000.0,704020000.0,91919000.0
September 2021,12405000.0,711596000.0,99808000.0
December 2021,1448000.0,726311000.0,120238000.0
March 2022,2224000.0,730753000.0,113283000.0
June 2022,4394000.0,744607000.0,98488000.0
