,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2005,3171673.0625,2190271.5,,-351655.0,,
June 2005,3171673.0625,2190271.5,,-351655.0,,
September 2005,3171673.0625,2190271.5,,-351655.0,,
December 2005,3171673.0625,2190271.5,,-351655.0,,
March 2006,3171673.0625,2190271.5,,-1542024.0,,
June 2006,3171673.0625,2190271.5,,-1542024.0,,
September 2006,3171673.0625,2190271.5,,-1542024.0,,
December 2006,3171673.0625,2190271.5,,-1542024.0,,
March 2007,3171673.0625,2190271.5,,-5048560.5,,
June 2007,3171673.0625,2190271.5,,-5048560.5,,
September 2007,3171673.0625,2190271.5,,-5048560.5,,
December 2007,3171673.0625,2190271.5,,-5048560.5,,
March 2008,3171673.0625,2190271.5,,-6258758.75,,
June 2008,3171673.0625,2190271.5,,-6258758.75,,
September 2008,3171673.0625,2190271.5,,-6258758.75,,
December 2008,3171673.0625,2190271.5,,-6258758.75,,
March 2009,2528882.5,1760170.5,,-3049000.5,,
June 2009,2528882.5,1760170.5,,-3049000.5,,
September 2009,2528882.5,1760170.5,,-3049000.5,,
December 2009,2528882.5,1760170.5,,-3049000.5,,
March 2010,2038202.0,1066176.0,1480250.0,-828856.0,,
June 2010,1924830.0,1226876.0,1480250.0,-2165772.0,,
September 2010,2863602.0,1332327.0,1480250.0,-5291168.0,,
December 2010,6723366.0,4003621.0,1480250.0,-5968204.0,45747112.0,44605641.0
March 2011,6787455.0,3449941.0,3491500.0,-6832000.0,,
June 2011,8343086.0,5137907.0,3491500.0,-8604718.0,90952168.0,88486907.0
September 2011,10561738.0,7290554.0,3491500.0,-10120000.0,84757814.0,83571324.0
December 2011,13618721.0,8554598.0,3491500.0,-13911000.0,75568000.0,74077000.0
March 2012,10577000.0,4635000.0,5111000.0,-11665000.0,65599823.0,64500930.0
June 2012,13743130.0,5449170.0,7748000.0,-13927000.0,102263124.0,101412202.0
September 2012,14686000.0,6522000.0,8163000.0,-14874000.0,97772444.0,96842796.0
December 2012,21600870.0,8557830.0,13055000.0,-21799000.0,85089000.0,83748000.0
March 2013,18996000.0,5775000.0,13220000.0,-18142000.0,145960000.0,144526000.0
June 2013,24468000.0,7618000.0,16849000.0,-18897000.0,137198000.0,135609000.0
September 2013,26736000.0,7892000.0,18843000.0,-12467000.0,137101000.0,135451000.0
December 2013,35674000.0,8503000.0,27170000.0,-13852000.0,142332000.0,140514000.0
March 2014,39683000.0,7904000.0,31778000.0,-15776.0,136676000.0,134286000.0
June 2014,41272000.0,8942000.0,32330000.0,-9622.0,134619000.0,131024000.0
September 2014,41878000.0,10438000.0,31440000.0,-5871000.0,407036000.0,397139000.0
December 2014,47872000.0,10706000.0,37167000.0,-8116.0,417457000.0,407424000.0
March 2015,56726000.0,9798000.0,46928000.0,-15825000.0,438685000.0,141899000.0
June 2015,55143000.0,12471000.0,42672000.0,-11150000.0,449652000.0,175243000.0
September 2015,55205000.0,11282000.0,43923000.0,-9765000.0,453333000.0,185263000.0
December 2015,65667000.0,11311000.0,54356000.0,-36599000.0,434198000.0,175938000.0
March 2016,79583000.0,9880000.0,39690000.0,-65554000.0,400424000.0,147139000.0
June 2016,60821000.0,10675000.0,40425000.0,-46809000.0,375878000.0,138363000.0
September 2016,40314000.0,9940000.0,27827000.0,-26566000.0,353826000.0,120778000.0
