,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,,37000.0,,
June 2010,,2666000.0,,
September 2010,,761000.0,,
December 2010,,955000.0,61807000.0,47065000.0
March 2011,309250.0,1729000.0,,
June 2011,309250.0,908000.0,59189000.0,43413000.0
September 2011,309250.0,477000.0,56595000.0,42093000.0
December 2011,309250.0,555000.0,56042000.0,41346000.0
March 2012,397000.0,1271000.0,55647000.0,41312000.0
June 2012,435000.0,1810000.0,56232000.0,41582000.0
September 2012,405000.0,1257000.0,57296000.0,42059000.0
December 2012,752000.0,1737000.0,63282000.0,45835000.0
March 2013,533000.0,533000.0,56907000.0,38948000.0
June 2013,494000.0,-54000.0,55614000.0,37921000.0
September 2013,467000.0,83000.0,56145000.0,38542000.0
December 2013,465000.0,604000.0,55449000.0,38175000.0
March 2014,437000.0,-1131000.0,54698000.0,38440000.0
June 2014,417000.0,-1155000.0,63901000.0,46717000.0
September 2014,324000.0,2768000.0,69989000.0,36479000.0
December 2014,343000.0,2194000.0,68394000.0,35989000.0
March 2015,339000.0,1957000.0,68774000.0,36957000.0
June 2015,311000.0,-141000.0,74270000.0,42519000.0
September 2015,250000.0,1675000.0,76536000.0,44468000.0
December 2015,315000.0,3440000.0,77244000.0,46330000.0
March 2016,307000.0,-80000.0,75804000.0,44580000.0
June 2016,352000.0,2077000.0,81861000.0,43212000.0
September 2016,297000.0,2447000.0,83576000.0,43827000.0
December 2016,232000.0,739000.0,79999000.0,39092000.0
March 2017,310000.0,932000.0,85477000.0,43322000.0
June 2017,348000.0,49000.0,85720000.0,42679000.0
September 2017,360000.0,2205000.0,84454000.0,42235000.0
December 2017,499000.0,440000.0,83276000.0,40596000.0
March 2018,1003000.0,3000.0,84489000.0,41112000.0
June 2018,1040000.0,2505000.0,83082000.0,41420000.0
September 2018,997000.0,1466000.0,82518000.0,41632000.0
December 2018,956000.0,-257000.0,79627000.0,39110000.0
