,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2013,160196.0,160196.0,-81815.33333333333,,
December 2013,160196.0,160196.0,-81815.33333333333,,
March 2014,471182.0,261403.0,-81815.33333333333,,
June 2014,322003.0,247106.0,-150071.0,,
September 2014,304258.0,300980.0,-87375.0,376110.0,354559.0
December 2014,344605.0,340102.0,-77162.0,,
March 2015,493292.0,484778.0,-76393.0,,
June 2015,631740.0,617768.0,-98373.0,3447469.0,923836.0
September 2015,565173.0,559283.0,4920.0,3745268.0,1163408.0
December 2015,579309.0,560344.0,8618.0,4130560.0,1521206.0
March 2016,705907.0,656642.0,23284.0,4708353.0,2096918.0
June 2016,744374.0,654354.0,34917.0,4765604.0,2150833.0
September 2016,971624.0,847076.0,-161958.0,5628167.0,2965761.0
December 2016,1052608.0,894870.0,3619.0,7367447.0,4385404.0
March 2017,1554448.0,1266215.0,6119.0,9210521.0,5931910.0
June 2017,3200969.0,3470647.0,221684.0,43701856.0,6604940.0
September 2017,2533552.0,1949995.0,94615.0,46981857.0,7992147.0
December 2017,10756320.0,4071566.0,-7607346.0,54150602.0,15311581.0
March 2018,5742108.0,4987374.0,-9206000.0,61329284.0,22419740.0
June 2018,6685794.0,13691675.0,6519859.0,84542930.0,26655468.0
September 2018,11293224.0,12547638.0,-8185050.0,108645000.0,47505000.0
December 2018,13164000.0,18766000.0,-8915000.0,112653279.0,50811863.0
March 2019,23680000.0,20719000.0,-10598000.0,144295061.0,79272101.0
June 2019,21615776.0,20754362.0,-11937950.0,160659000.0,92766000.0
September 2019,21075000.0,21075000.0,-12506000.0,159234000.0,85893000.0
December 2019,34484000.0,27183000.0,-44375000.0,178573000.0,99541000.0
March 2020,13671000.0,12719000.0,-13487000.0,143533000.0,68581000.0
June 2020,11598000.0,10337000.0,-7288000.0,135668000.0,61953000.0
September 2020,8820000.0,8812000.0,-4450000.0,127656000.0,57006000.0
December 2020,11227000.0,10941000.0,-5042000.0,137616000.0,66788000.0
March 2021,9373000.0,9099000.0,-7977000.0,184273000.0,108332000.0
