,NetIncomeLoss,Assets
March 2009,1277402.25,
June 2009,1277402.25,
September 2009,1277402.25,
December 2009,1277402.25,393528296.0
March 2010,1265379.0,
June 2010,1523386.0,
September 2010,1449360.0,
December 2010,958654.0,406147804.0
March 2011,1251208.0,
June 2011,915062.0,414970736.0
September 2011,1321612.0,428490993.0
December 2011,1130629.0,416228164.0
March 2012,1056681.0,418897200.0
June 2012,1264041.0,437414401.0
September 2012,1124243.0,456492795.0
December 2012,912135.0,442893074.0
March 2013,1012749.0,432686769.0
June 2013,1188062.0,445713881.0
September 2013,1150722.0,466291920.0
