,NetIncomeLoss,Assets,AssetsCurrent
March 2008,278250000.0,,
June 2008,278250000.0,,
September 2008,278250000.0,,
December 2008,278250000.0,,
March 2009,279750000.0,,
June 2009,279750000.0,,
September 2009,279750000.0,,
December 2009,279750000.0,28512000000.0,2295000000.0
March 2010,106000000.0,,
June 2010,222000000.0,,
September 2010,131000000.0,,
December 2010,280000000.0,30283000000.0,3353000000.0
March 2011,254000000.0,30696000000.0,3426000000.0
June 2011,503000000.0,31836000000.0,2551000000.0
September 2011,296000000.0,32616000000.0,2938000000.0
December 2011,285000000.0,33249000000.0,2332000000.0
March 2012,236000000.0,34045000000.0,2298000000.0
June 2012,62000000.0,34202000000.0,2040000000.0
September 2012,268000000.0,35390000000.0,3078000000.0
December 2012,293000000.0,36499000000.0,3695000000.0
March 2013,178000000.0,37273000000.0,4123000000.0
June 2013,245000000.0,37020000000.0,3661000000.0
September 2013,296000000.0,36901000000.0,3712000000.0
December 2013,282000000.0,37165000000.0,3997000000.0
March 2014,247000000.0,37484000000.0,4224000000.0
June 2014,269000000.0,38307000000.0,4195000000.0
September 2014,348000000.0,38982000000.0,4414000000.0
December 2014,297000000.0,39732000000.0,4184000000.0
March 2015,437000000.0,39551000000.0,3656000000.0
June 2015,295000000.0,40006000000.0,3506000000.0
September 2015,248000000.0,40566000000.0,3606000000.0
December 2015,369000000.0,41150000000.0,2891000000.0
March 2016,319000000.0,41835000000.0,2883000000.0
June 2016,16000000.0,42875000000.0,3341000000.0
September 2016,622000000.0,45526000000.0,2924000000.0
December 2016,379000000.0,47786000000.0,3110000000.0
March 2017,441000000.0,48284000000.0,2953000000.0
June 2017,259000000.0,49376000000.0,2767000000.0
September 2017,57000000.0,50129000000.0,2878000000.0
December 2017,-501000000.0,50454000000.0,3341000000.0
March 2018,347000000.0,60485000000.0,3394000000.0
June 2018,-561000000.0,59907000000.0,4947000000.0
September 2018,274000000.0,60605000000.0,5045000000.0
December 2018,864000000.0,60638000000.0,3645000000.0
March 2019,441000000.0,61618000000.0,3262000000.0
June 2019,354000000.0,62727000000.0,2783000000.0
September 2019,813000000.0,64585000000.0,3666000000.0
December 2019,447000000.0,65665000000.0,3339000000.0
March 2020,760000000.0,68293000000.0,5424000000.0
June 2020,2239000000.0,68385000000.0,7640000000.0
September 2020,351000000.0,67222000000.0,6394000000.0
December 2020,414000000.0,66623000000.0,4511000000.0
