,NetIncomeLoss,Assets
March 2010,-231750.0,
June 2010,-231750.0,
September 2010,-231750.0,
December 2010,-231750.0,1558585000.0
March 2011,1607500.0,
June 2011,1607500.0,1490945000.0
September 2011,1607500.0,1497780000.0
December 2011,1607500.0,1494531000.0
March 2012,2768000.0,1501007000.0
June 2012,2626000.0,1553934000.0
September 2012,2881000.0,1526088000.0
December 2012,2848000.0,1519812000.0
March 2013,3027000.0,1587236000.0
June 2013,2796000.0,1585786000.0
September 2013,3448000.0,1634449000.0
