,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,98152250.0,344432250.0,,
June 2018,98152250.0,344432250.0,,
September 2018,98152250.0,344432250.0,,
December 2018,98152250.0,344432250.0,,
March 2019,22991000.0,367444000.0,,
June 2019,21457000.0,151713000.0,,
September 2019,22718000.0,408982000.0,,
December 2019,15870000.0,1420396000.0,12449895000.0,832072000.0
March 2020,7639000.0,71240000.0,,
June 2020,5776000.0,442074000.0,15685556000.0,3390789000.0
September 2020,5096000.0,290632000.0,15990678000.0,2783851000.0
December 2020,7778000.0,171094000.0,16020286000.0,2696898000.0
March 2021,2641000.0,69119000.0,15914088000.0,2416024000.0
June 2021,3122000.0,440776000.0,16514913000.0,2707454000.0
September 2021,90500000.0,101929000.0,17732358000.0,2775761000.0
December 2021,103821000.0,7904000.0,17515865000.0,2878211000.0
March 2022,100500000.0,51761000.0,17378888000.0,2982418000.0
June 2022,606000.0,304504000.0,17740413000.0,3503849000.0
