,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2009,4113932.0,466000.0,3721421.25,-2892873.75,,,
December 2009,4113932.0,466000.0,3721421.25,-2892873.75,,,
March 2010,4113932.0,466000.0,3721421.25,-2892873.75,,,
June 2010,4113932.0,466000.0,3721421.25,-2892873.75,,,
September 2010,3254839.0,249250.0,2913298.0,-1886612.0,,,
December 2010,2628644.0,249250.0,2262967.0,-133131.0,,,
March 2011,3220801.0,249250.0,2860273.0,-2514268.0,,,
June 2011,4332591.0,249250.0,3394072.0,-1923056.0,36004005.0,18428381.0,
September 2011,3871302.0,259500.0,3468070.0,-78954.0,34841198.0,16362618.0,
December 2011,3875490.0,259500.0,3531081.0,-1821061.0,32590150.0,13714302.0,
March 2012,3432421.0,259500.0,3040562.0,-538618.0,32429359.0,13084742.0,
June 2012,5782230.0,259500.0,5420955.0,-2772605.0,33219657.0,12142806.0,
September 2012,3558513.0,225250.0,3215125.0,39140.0,32665045.0,10499302.0,
December 2012,3032531.0,225250.0,2699675.0,153758.0,33069459.0,9432667.0,
March 2013,3331120.0,225250.0,3003231.0,-1015943.0,33229370.0,8927878.0,
June 2013,3460524.0,225250.0,3150535.0,1677168.0,36576196.0,10726079.0,
September 2013,3453853.0,250000.0,3295344.0,293654.0,36678497.0,9969915.0,
December 2013,3320443.0,250000.0,3193568.0,409191.0,38759925.0,10925819.0,
March 2014,3632253.0,250000.0,3479300.0,26866526.0,66631129.0,11240434.0,
June 2014,4229955.0,250000.0,4067788.0,-38719.0,70764242.0,14633527.0,
September 2014,3801890.0,364250.0,3632000.0,-60956.0,71474718.0,17553917.0,
December 2014,3683000.0,364250.0,3531000.0,-260915.0,67688304.0,14797659.0,
March 2015,4414733.0,364250.0,4281000.0,-566610.0,69958211.0,18190620.0,
June 2015,5163314.0,364250.0,5007000.0,-200000.0,73835195.0,23035338.0,
September 2015,4935000.0,350000.0,4796000.0,360000.0,74200000.0,24587000.0,
December 2015,4889000.0,350000.0,4762000.0,-874000.0,75616000.0,28297000.0,
March 2016,6267000.0,350000.0,6094000.0,-5420000.0,82240000.0,29600000.0,
June 2016,7361000.0,350000.0,6721000.0,-872000.0,84833000.0,30777000.0,
September 2016,7117000.0,350000.0,6808000.0,-2464000.0,87081000.0,35361000.0,29018000.0
December 2016,6100000.0,350000.0,6029000.0,233000.0,86398000.0,35093000.0,28297000.0
March 2017,6801000.0,350000.0,5947000.0,136000.0,88992000.0,34617000.0,31278000.0
June 2017,8378000.0,350000.0,8134000.0,-2938000.0,67544000.0,35393000.0,32151000.0
September 2017,7931000.0,325000.0,6924000.0,-2171000.0,135219000.0,74602000.0,60617000.0
December 2017,13077000.0,325000.0,8329000.0,-4194000.0,184651000.0,49561000.0,119942000.0
March 2018,12444000.0,325000.0,9572000.0,-3223000.0,168728000.0,51933000.0,134317000.0
June 2018,11447000.0,325000.0,9822000.0,-1696000.0,231995000.0,113282000.0,118713000.0
September 2018,16031000.0,1150000.0,9450000.0,-5288000.0,217832000.0,100702000.0,117130000.0
December 2018,19443000.0,1150000.0,10931000.0,-10438000.0,204378000.0,89130000.0,115248000.0
March 2019,13671000.0,1150000.0,11156000.0,-4306000.0,187270000.0,73765000.0,113505000.0
June 2019,19223000.0,1150000.0,14990000.0,-9850000.0,181097000.0,67902000.0,113195000.0
September 2019,22892000.0,950000.0,18171000.0,-11508000.0,179296000.0,61028000.0,118268000.0
December 2019,20518000.0,950000.0,16161000.0,-8378000.0,195720000.0,77754000.0,117966000.0
March 2020,21176000.0,950000.0,20069000.0,-9295000.0,179724000.0,64149000.0,115575000.0
June 2020,21477000.0,950000.0,14518000.0,-11414000.0,181023000.0,67364000.0,113659000.0
September 2020,17878000.0,975000.0,16780000.0,-6613000.0,181449000.0,69771000.0,111678000.0
December 2020,14883000.0,975000.0,13831000.0,-2902000.0,175507000.0,65651000.0,109856000.0
March 2021,14722000.0,975000.0,13731000.0,-1848000.0,235908000.0,127777000.0,108131000.0
June 2021,15248000.0,975000.0,14282000.0,2658000.0,237672000.0,131279000.0,106393000.0
September 2021,16014000.0,,,-1291000.0,236941000.0,126556000.0,110385000.0
December 2021,16310000.0,,,-468000.0,235092000.0,123469000.0,111623000.0
March 2022,15319000.0,,,2136000.0,244245000.0,128861000.0,115384000.0
