,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2002,166607.0,,-200979.75,,,
September 2002,166607.0,,-182749.25,,,
December 2002,166607.0,,-182749.25,,,
March 2003,166607.0,,-182749.25,,,
June 2003,166607.0,,-182749.25,,,
September 2003,166607.0,,-197175.0,,,
December 2003,166607.0,,-197175.0,,,
March 2004,166607.0,,-197175.0,,,
June 2004,166607.0,,-197175.0,,,
September 2004,166607.0,,-254597.5,,,
December 2004,166607.0,,-254597.5,,,
March 2005,166607.0,,-254597.5,,,
June 2005,166607.0,,-254597.5,,,
September 2005,166607.0,,-351001.0,,,
December 2005,166607.0,,-351001.0,,,
March 2006,166607.0,,-351001.0,,,
June 2006,166607.0,,-351001.0,,,
September 2006,166607.0,,-218081.25,,,
December 2006,166607.0,,-218081.25,,,
March 2007,166607.0,,-218081.25,,,
June 2007,166607.0,,-218081.25,,,
September 2007,166607.0,,50553.75,,,
December 2007,166607.0,,50553.75,,,
March 2008,166607.0,,50553.75,,,
June 2008,166607.0,,50553.75,,,
September 2008,166607.0,,-15571.25,,,
December 2008,166607.0,,-15571.25,,,
March 2009,166607.0,,-15571.25,,,
June 2009,166607.0,,-15571.25,,,
September 2009,166607.0,,8169.25,,,
December 2009,166607.0,,8169.25,,,
March 2010,166607.0,,8169.25,,,
June 2010,166607.0,,8169.25,,,
September 2010,16776.0,,-16776.0,,,
December 2010,19172.0,,-19172.0,,,
March 2011,12756.0,,-12756.0,,,
June 2011,166607.0,,108648.0,425.0,425.0,
September 2011,9211.0,,-9211.0,365.0,,
December 2011,13316.0,,13316.0,331.0,331.0,
March 2012,8429.0,,-8429.0,367.0,367.0,
June 2012,4956.0,,-31588.0,314.0,,
September 2012,15896.0,,-15896.0,2492.0,,
December 2012,5073.0,,-5073.0,2005.0,,
March 2013,6104.0,,-6104.0,1188.0,,
June 2013,3547.0,,-3547.0,417.0,417.0,
September 2013,12338.0,,-12338.0,33715.0,,
December 2013,49732.0,,-49732.0,5994542.0,793370.0,5201172.0
March 2014,100501.0,,-100501.0,5203813.0,3813.0,5200000.0
June 2014,47983.0,,-47983.0,10172921.0,22921.0,10150000.0
September 2014,42199.0,,-42199.0,2201963.0,1001963.0,1200000.0
December 2014,56728.0,,-56728.0,2201563.0,1001563.0,1200000.0
March 2015,16034.0,,-15933.0,1005094.0,1005094.0,
June 2015,164515.0,,-7434616.0,14403.0,14403.0,
September 2015,17361.0,,-17361.0,,494.0,
December 2015,289361.0,,-289361.0,1386.0,,
March 2016,173325.0,,-173325.0,4062.0,,
June 2016,134458.0,,-134458.0,11907.0,,
September 2016,22152.0,,-22152.0,11955.0,,
December 2016,21342.0,,-21342.0,11880.0,,
March 2017,19698.0,,-19698.0,21382.0,,
June 2017,21643.0,,-21643.0,20739.0,20739.0,
September 2017,14073.0,14073.0,-14073.0,20557.0,,
December 2017,131864.0,131864.0,-131864.0,20000.0,,
