,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
December 2010,0.0,27800000.0,,
March 2011,0.0,24800000.0,,
June 2011,0.0,31700000.0,,
September 2011,0.0,35900000.0,,
December 2011,0.0,34500000.0,,
March 2012,0.0,34700000.0,,
June 2012,0.0,29900000.0,,
September 2012,0.0,29500000.0,,
December 2012,1300000.0,35200000.0,,
March 2013,3300000.0,41600000.0,,
June 2013,2800000.0,44800000.0,,
September 2013,3500000.0,42000000.0,,
