,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2013,,-21775.5,100.0,
June 2013,,-21775.5,100.0,
September 2013,,-21775.5,100.0,
December 2013,,-21775.5,16438710.0,1312723.0
March 2014,0.0,157.0,15126029.0,42.0
June 2014,543813.0,280373.0,15481785.0,612537.0
September 2014,508820.0,-99519.0,14872673.0,307258.0
December 2014,,-6981035.0,6699797.0,238259.0
March 2015,328894.0,-122205.0,6430214.0,165213.0
June 2015,315444.0,-126044.0,6234797.0,146934.0
September 2015,4007395.0,-3883451.0,2330551.0,117848.0
December 2015,,-2353197.0,518692.0,121977.0
March 2016,,-67734.0,469490.0,121289.0
June 2016,,-23324.0,468129.0,147762.0
September 2016,,-24034.0,466027.0,174452.0
December 2016,,43002.0,366153.0,77006.0
