,OperatingExpenses,NetIncomeLoss,Assets
March 2009,15711500.0,,
June 2009,15711500.0,,
September 2009,15711500.0,,
December 2009,15711500.0,,
March 2010,16767000.0,,
June 2010,17192000.0,,
September 2010,23533000.0,,
December 2010,22268000.0,,1117357000.0
March 2011,31510000.0,-698000.0,
June 2011,37574000.0,219000.0,1722765000.0
September 2011,41137000.0,3052000.0,1724761000.0
December 2011,36221000.0,344000.0,1709281000.0
March 2012,39705000.0,1856000.0,1722471000.0
June 2012,40559000.0,1689000.0,1713448000.0
September 2012,43716000.0,2817000.0,1860937000.0
December 2012,39580000.0,28577000.0,1827587000.0
March 2013,42300000.0,3238000.0,1824470000.0
June 2013,43541000.0,3077000.0,1836759000.0
September 2013,43877000.0,4223000.0,1840846000.0
December 2013,44238000.0,4682000.0,1832443000.0
March 2014,43599000.0,4602000.0,1878958000.0
June 2014,44473000.0,3713000.0,1892423000.0
September 2014,44307000.0,6417000.0,1938660000.0
December 2014,43952000.0,7024000.0,1941762000.0
March 2015,42791000.0,8027000.0,1966149000.0
June 2015,43265000.0,8708000.0,1974313000.0
September 2015,47779000.0,13562000.0,1996075000.0
December 2015,47637000.0,8212000.0,1974289000.0
March 2016,47088000.0,7651000.0,1977826000.0
June 2016,48115000.0,7599000.0,1971913000.0
September 2016,50492000.0,8474000.0,1989228000.0
December 2016,51452000.0,8861000.0,1986933000.0
March 2017,50463000.0,7387000.0,2115341000.0
June 2017,57058000.0,5519000.0,2171176000.0
September 2017,55862000.0,9094000.0,2275618000.0
December 2017,-96600000.0,7077000.0,2259864000.0
March 2018,67812000.0,-453000.0,2213566000.0
June 2018,67774000.0,3072000.0,2186040000.0
September 2018,55232000.0,10394000.0,2196776000.0
December 2018,60514000.0,6673000.0,2198250000.0
March 2019,56498000.0,11095000.0,2217048000.0
June 2019,59626000.0,8916000.0,2718758000.0
September 2019,67978000.0,12862000.0,2788958000.0
December 2019,68954000.0,12845000.0,2790333000.0
March 2020,67895000.0,12068000.0,2756185000.0
June 2020,59114000.0,7656000.0,2846282000.0
September 2020,64051000.0,5038000.0,2844114000.0
December 2020,64932000.0,2898000.0,2817309000.0
March 2021,63924000.0,1257000.0,3049346000.0
June 2021,70678333.33333333,8941000.0,3045531000.0
September 2021,70678333.33333333,10041000.0,3051070000.0
December 2021,70678333.33333333,8137000.0,3017927000.0
March 2022,,,3011134000.0
June 2022,,,3007190000.0
