,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,5414250.0,-5617750.0,,
June 2009,5414250.0,-5617750.0,,
September 2009,5414250.0,-5617750.0,,
December 2009,5414250.0,-5617750.0,,
March 2010,6032000.0,-4122000.0,,
June 2010,6482000.0,-1927000.0,,
September 2010,6622000.0,-305000.0,,
December 2010,7402000.0,1029000.0,488467000.0,110754000.0
March 2011,9251000.0,-5582000.0,,
June 2011,9791000.0,-2371000.0,579048000.0,188570000.0
September 2011,9791000.0,-4145000.0,596221000.0,170490000.0
December 2011,9313000.0,-6426000.0,590103000.0,177992000.0
March 2012,10124000.0,-1842000.0,600319000.0,192426000.0
June 2012,10587000.0,94000.0,617435000.0,198169000.0
September 2012,10278000.0,3175000.0,631041000.0,219972000.0
December 2012,9719000.0,4749000.0,637997000.0,212209000.0
March 2013,11160000.0,669000.0,651700000.0,220317000.0
June 2013,10742000.0,1118000.0,705829000.0,180010000.0
September 2013,8645000.0,-10440000.0,738076000.0,215755000.0
December 2013,1638000.0,-11521000.0,777088000.0,260911000.0
March 2014,7223000.0,-10956000.0,772578000.0,266203000.0
June 2014,10056000.0,-14333000.0,748717000.0,258964000.0
September 2014,7050000.0,-223838000.0,234605000.0,140567000.0
December 2014,5058000.0,-18230000.0,149555000.0,69771000.0
March 2015,6358000.0,-6749000.0,138486000.0,66307000.0
June 2015,6045000.0,-14408000.0,124314000.0,60725000.0
September 2015,6936000.0,-13805000.0,104528000.0,52514000.0
December 2015,6976000.0,-8539000.0,101459000.0,54028000.0
March 2016,5614000.0,-11909000.0,86000000.0,43728000.0
June 2016,5348000.0,24467000.0,114080000.0,71598000.0
September 2016,4652000.0,-8349000.0,104200000.0,67078000.0
December 2016,4350000.0,-6220000.0,101252000.0,65852000.0
March 2017,4750000.0,-10018000.0,87625000.0,54467000.0
June 2017,5029000.0,-8965000.0,86535000.0,43684000.0
September 2017,4558000.0,-6817000.0,84394000.0,42548000.0
December 2017,4276000.0,-5333000.0,83242000.0,42748000.0
March 2018,4710000.0,-5925000.0,98344000.0,58625000.0
June 2018,5095000.0,-6293000.0,95327000.0,46197000.0
September 2018,5558000.0,-6035000.0,96460000.0,48583000.0
December 2018,4820000.0,-4937000.0,95122000.0,47640000.0
March 2019,5569000.0,-10286000.0,91438000.0,34372000.0
June 2019,5110000.0,-6762000.0,81096000.0,25299000.0
September 2019,4973000.0,-4485000.0,81748000.0,26731000.0
December 2019,5228000.0,-5305000.0,94603000.0,35063000.0
March 2020,5520000.0,-10676000.0,82765000.0,24303000.0
June 2020,4241000.0,803000.0,99718000.0,42750000.0
September 2020,4967000.0,3686000.0,106926000.0,50036000.0
December 2020,4036000.0,-2673000.0,140927000.0,84573000.0
March 2021,4829000.0,-6295000.0,124689000.0,69807000.0
