,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2010,2668942.0,,,
June 2010,2354392.0,,,
September 2010,3755783.0,,,
December 2010,4668515.0,,141539036.0,108257203.0
March 2011,4975280.0,7797632.5,,
June 2011,4455919.0,7797632.5,195782975.0,157876353.0
September 2011,3847121.0,7797632.5,198448000.0,159907152.0
December 2011,6338715.0,7797632.5,212582449.0,172086814.0
March 2012,4378247.0,8905121.0,241345761.0,199785317.0
June 2012,4806046.0,4048602.0,237345175.0,194967559.0
September 2012,4923692.0,4048602.0,236587818.0,194240642.0
December 2012,5187881.0,4048602.0,244972562.0,199524916.0
March 2013,5223304.0,4589581.0,262415891.0,216299541.0
