,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,83425.0,79174.0,-90540.0,,
June 2010,110576.0,101135.0,-1326658.0,,
September 2010,338972.0,330863.0,-295069.0,,
December 2010,801797.0,623199.0,-780043.0,599390.0,530477.0
March 2011,516820.0,379120.0,-448193.0,,
June 2011,760710.0,442085.0,-663237.0,455558.0,400450.0
September 2011,753401.0,675015.0,-1101766.0,650046.0,604483.0
December 2011,380264.0,359605.0,133822.0,354144.0,316300.0
March 2012,247371.0,239774.0,-233723.0,180664.0,150416.0
June 2012,10131590.0,10123993.0,-10499094.0,814641.0,743991.0
September 2012,344984.0,337489.0,-65808.0,783357.0,682202.0
December 2012,286968.0,-9512074.0,-606300.0,525635.0,355522.0
March 2013,253758.0,247885.0,1573109.0,470742.0,268502.0
June 2013,255914.0,255635.0,745344.0,592055.0,337753.0
September 2013,244115.0,244010.0,-1147702.0,405418.0,142221.0
December 2013,214731.0,214626.0,256500.0,603231.0,340139.0
March 2014,173713.0,173607.0,760930.0,434738.0,171752.0
June 2014,127385.0,127078.0,-28146.0,364863.0,97732.0
September 2014,184423.0,184423.0,-184656.0,492056.0,224925.0
December 2014,166547.0,165208.0,-206574.0,339447.0,73655.0
March 2015,187424.0,165275.0,-209880.0,787330.0,543687.0
June 2015,296267.0,274118.0,-284156.0,541978.0,320484.0
September 2015,144993.0,122845.0,-133702.0,377102.0,177758.0
December 2015,452690.0,248344.0,-529118.0,46274.0,46274.0
March 2016,109323.0,109323.0,-99767.0,47261.0,
June 2016,119372.0,119372.0,-116988.0,24341.0,
September 2016,106041.0,106041.0,-93994.0,5522.0,
December 2016,114176.0,114176.0,-112961.0,16056.0,16056.0
March 2017,106594.0,106594.0,-107600.0,47045.0,29200.0
June 2017,111836.0,109196.0,-107495.0,18598.0,3393.0
September 2017,944836.0,943349.0,-949017.0,19048.0,3351.0
December 2017,152070.0,-680120.0,-152244.0,5647.0,3668.0
March 2018,90187.0,90187.0,-100923.0,5240.0,3261.0
June 2018,1551810.0,1551810.0,-2056347.0,298994.0,297015.0
September 2018,1268779.0,845462.0,-1365875.0,1043588.0,1041609.0
December 2018,507061.0,-31685.0,-500822.0,235270.0,223576.0
March 2019,2325556.0,1818887.0,-2336961.0,16806.0,5611.0
June 2019,911155.0,711150.0,-914725.0,540855.0,530158.0
September 2019,813175.0,629154.0,-815411.0,181007.0,170211.0
December 2019,783282.0,676357.0,-783282.0,487219.0,477518.0
March 2020,849888.0,634848.0,-849888.0,783163.0,688960.0
June 2020,1702473.0,1429007.0,-1867473.0,1257602.0,1129872.0
September 2020,1411495.0,988972.0,-1411077.0,1783214.0,1772504.0
December 2020,1390239.0,1216563.0,-1389963.0,987764.0,977581.0
March 2021,917188.0,729645.0,-916094.0,1843465.0,1831928.0
June 2021,819355.0,573296.0,-818693.0,1031333.0,1020519.0
