,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2016,978.0,,-978.0,,,
September 2016,3557.0,,-1557.0,,,
December 2016,1905.0,,95.0,,,
March 2017,3752.0,,5248.0,,,
June 2017,11297.0,,-6097.0,,,
September 2017,619.0,,12136.0,,,
December 2017,6432.0,,-6432.0,,,
March 2018,3491.0,,-3491.0,,,
June 2018,,,-14749.0,,,
September 2018,4499.0,976.75,-4499.0,,,
December 2018,6463.0,976.75,-6463.0,,,
March 2019,4097.0,976.75,-4097.0,,,
June 2019,591752.0,976.75,-594755.0,,,
September 2019,1460540.0,12455.0,-3450.0,,,
December 2019,2124302.0,4030.0,-1987686.0,,,
March 2020,2383163.0,539.0,-5079983.0,,,
June 2020,16792854.0,0.0,-8493659.0,,,
September 2020,11611049.0,0.0,7497120.0,,,
December 2020,,,,,,
