,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2008,15184250.0,-156750.0,,
June 2008,15184250.0,-156750.0,,
September 2008,15184250.0,-156750.0,,
December 2008,15184250.0,-156750.0,,
March 2009,10832000.0,6058000.0,,
June 2009,8591000.0,11609000.0,,
September 2009,7142000.0,-17283000.0,,
December 2009,10029000.0,-27450000.0,3054035000.0,212768000.0
March 2010,9623000.0,-12858000.0,,
June 2010,10585000.0,-50744000.0,3148359000.0,246949000.0
September 2010,9885000.0,-22628000.0,3125013000.0,232678000.0
December 2010,11209000.0,-5078000.0,3157527000.0,266211000.0
March 2011,18567000.0,12464000.0,3137685000.0,286309000.0
June 2011,17008000.0,38611000.0,3188971000.0,357214000.0
September 2011,16279000.0,31060000.0,3271219000.0,454042000.0
December 2011,18094000.0,11364000.0,3264441000.0,464943000.0
March 2012,15231000.0,3975000.0,3226493000.0,441292000.0
June 2012,19985000.0,22973000.0,3233510000.0,471183000.0
September 2012,18793000.0,-15821000.0,3180440000.0,429005000.0
December 2012,685743000.0,37550000.0,3221401000.0,406182000.0
March 2013,160167000.0,12270000.0,3423682000.0,637380000.0
June 2013,254943000.0,-35040000.0,3666716000.0,512529000.0
September 2013,216179000.0,-46265000.0,3636917000.0,480774000.0
December 2013,263322000.0,-581528000.0,2885978000.0,531230000.0
March 2014,172452000.0,-37191000.0,2986985000.0,653672000.0
June 2014,183420000.0,-43121000.0,2967522000.0,626748000.0
September 2014,187241000.0,3466000.0,2915324000.0,596359000.0
December 2014,1658611000.0,-1079038000.0,1455418000.0,573804000.0
March 2015,168015000.0,-33287000.0,1475818000.0,505903000.0
June 2015,172368000.0,-16677000.0,1786649000.0,519396000.0
September 2015,169478000.0,-14219000.0,1758673000.0,491739000.0
December 2015,489155000.0,-303000000.0,1332489000.0,446688000.0
March 2016,148176000.0,-20396000.0,1325098000.0,420748000.0
June 2016,151967000.0,14497000.0,1411855000.0,509546000.0
September 2016,148481000.0,69557000.0,1370942000.0,467511000.0
December 2016,64341000.0,-8308000.0,1318909000.0,410787000.0
March 2017,192782000.0,18663000.0,1337750000.0,439892000.0
June 2017,177788000.0,-10955000.0,1394648000.0,481851000.0
September 2017,177941000.0,-16652000.0,1402092000.0,474126000.0
December 2017,121161000.0,7625000.0,1701175000.0,449557000.0
March 2018,149829000.0,1241000.0,1661935000.0,351017000.0
June 2018,155404000.0,2930000.0,1635904000.0,313638000.0
September 2018,172048000.0,-53044000.0,1598377000.0,287477000.0
December 2018,168927000.0,468000.0,1712500000.0,297619000.0
March 2019,191148000.0,-19201000.0,1731365000.0,251414000.0
June 2019,192955000.0,-36764000.0,1677230000.0,219826000.0
September 2019,207009000.0,-14277000.0,1689617000.0,252354000.0
December 2019,465200000.0,-270961000.0,1378636000.0,210436000.0
March 2020,176940000.0,-11900000.0,1349097000.0,221659000.0
June 2020,157037000.0,-1209000.0,1361080000.0,239503000.0
September 2020,180594000.0,26856000.0,1371146000.0,239227000.0
December 2020,189170000.0,11880000.0,1403977000.0,269608000.0
March 2021,173016000.0,2060000.0,1515415000.0,336226000.0
June 2021,200219000.0,32146000.0,1708008000.0,304135000.0
September 2021,199942000.0,-54768000.0,1674033000.0,307437000.0
December 2021,206923000.0,-10760000.0,1734422000.0,289577000.0
March 2022,186802000.0,7682000.0,1817201000.0,259241000.0
June 2022,202388000.0,-77434000.0,1860332000.0,379630000.0
