,OperatingExpenses,NetIncomeLoss,Assets
March 2013,9980500.0,28080000.0,4417251000.0
June 2013,9980500.0,23299000.0,4405850000.0
September 2013,9980500.0,24997000.0,4449672000.0
December 2013,9980500.0,20806000.0,4713379000.0
March 2014,10574000.0,2022000.0,4868556000.0
June 2014,10497000.0,25804000.0,5020806000.0
September 2014,9571000.0,27798000.0,5059792000.0
December 2014,11506000.0,27514000.0,5164092000.0
March 2015,10160000.0,32405000.0,5507340000.0
June 2015,9235000.0,26603000.0,5664077000.0
September 2015,9762000.0,28584000.0,5756506000.0
December 2015,11340000.0,24716000.0,5713645000.0
March 2016,9186000.0,36893000.0,6119673000.0
June 2016,10042000.0,30910000.0,6270999000.0
September 2016,9797000.0,40852000.0,6467962000.0
December 2016,9552000.0,-74731000.0,6252299000.0
March 2017,9535000.0,26523000.0,6556959000.0
June 2017,9158000.0,-22359000.0,6791229000.0
September 2017,9366000.0,-63596000.0,6839097000.0
December 2017,-9031000.0,-133587000.0,6644189000.0
March 2018,5401000.0,22272000.0,6757309000.0
June 2018,11989000.0,2633000.0,6718188000.0
September 2018,5208000.0,-308839000.0,6536501000.0
December 2018,-1357000.0,-269235000.0,5287460000.0
March 2019,4297000.0,-36636000.0,4563356000.0
June 2019,2654000.0,-15413000.0,4598556000.0
September 2019,2084000.0,-58327000.0,3791955000.0
December 2019,2732000.0,-21527000.0,3568196000.0
March 2020,2257000.0,20861000.0,3321757000.0
June 2020,2413000.0,9212000.0,3213436000.0
September 2020,2448000.0,2162000.0,3054704000.0
December 2020,2370000.0,9527000.0,2948455000.0
March 2021,2177000.0,9286000.0,2702562000.0
June 2021,3808000.0,8112000.0,2606770000.0
September 2021,1990000.0,-3140000.0,2455018000.0
December 2021,2366000.0,12387000.0,2322610000.0
March 2022,2583000.0,-1949000.0,2215972000.0
June 2022,4283000.0,1062000.0,2156190000.0
