,OperatingExpenses,NetIncomeLoss,Assets
September 2009,68862000.0,25761000.0,
December 2009,76410000.0,46029000.0,
March 2010,75215000.0,63206000.0,
June 2010,68304000.0,85550000.0,9881033000.0
September 2010,68855000.0,51300000.0,10107410000.0
December 2010,70441000.0,74633000.0,10918738000.0
March 2011,76406000.0,77238000.0,
June 2011,85379000.0,95818000.0,12085173000.0
September 2011,88135000.0,108807000.0,12306734000.0
December 2011,89080000.0,103664000.0,13042920000.0
March 2012,97869000.0,112279000.0,13591343000.0
June 2012,92717000.0,137000000.0,14639552000.0
September 2012,105000000.0,123948000.0,16295199000.0
December 2012,101996000.0,90604000.0,16197071000.0
March 2013,107824000.0,105943000.0,18754179000.0
June 2013,191000000.0,178000000.0,30585000000.0
September 2013,203000000.0,161000000.0,31884000000.0
December 2013,268176000.0,121000000.0,37990000000.0
March 2014,269000000.0,145000000.0,39909000000.0
June 2014,280000000.0,175000000.0,42359000000.0
September 2014,297000000.0,158000000.0,43573000000.0
December 2014,316000000.0,59000000.0,47724000000.0
March 2015,306000000.0,150000000.0,49346000000.0
June 2015,319000000.0,186000000.0,55330000000.0
September 2015,320000000.0,179000000.0,59546000000.0
December 2015,348000000.0,131000000.0,65904000000.0
March 2016,334000000.0,164000000.0,72764000000.0
June 2016,343000000.0,189000000.0,77603000000.0
September 2016,392000000.0,147000000.0,82111000000.0
December 2016,421000000.0,254000000.0,87765000000.0
March 2017,392000000.0,202000000.0,94540000000.0
June 2017,333000000.0,62000000.0,103511000000.0
September 2017,346000000.0,202000000.0,106135000000.0
December 2017,319000000.0,195000000.0,97015000000.0
March 2018,365000000.0,369000000.0,101022000000.0
June 2018,382000000.0,442000000.0,102558000000.0
September 2018,369000000.0,441000000.0,105581000000.0
December 2018,406000000.0,318000000.0,109920000000.0
March 2019,370000000.0,271000000.0,111245000000.0
June 2019,377000000.0,403000000.0,110826000000.0
September 2019,384000000.0,516000000.0,109361000000.0
December 2019,433000000.0,377000000.0,109217000000.0
March 2020,358000000.0,167000000.0,115549000000.0
June 2020,345000000.0,173000000.0,111325000000.0
September 2020,394000000.0,893000000.0,109211000000.0
December 2020,393000000.0,776000000.0,113825000000.0
March 2021,411000000.0,878000000.0,115190000000.0
June 2021,378000000.0,1180000000.0,115922000000.0
September 2021,381000000.0,822000000.0,114206000000.0
December 2021,478000000.0,909000000.0,113786000000.0
March 2022,372000000.0,962000000.0,116186000000.0
June 2022,393000000.0,829000000.0,117778000000.0
