,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2007,868645.2222222222,-886295.8888888889,,
March 2008,868645.2222222222,-886295.8888888889,,
June 2008,868645.2222222222,-886295.8888888889,,
September 2008,868645.2222222222,-886295.8888888889,,
December 2008,868645.2222222222,-886295.8888888889,,
March 2009,868645.2222222222,-886295.8888888889,,
June 2009,868645.2222222222,-886295.8888888889,,
September 2009,868645.2222222222,-886295.8888888889,,
December 2009,868645.2222222222,-886295.8888888889,,
March 2010,2218783.5,-2256083.0,,
June 2010,2218783.5,-2256083.0,,
September 2010,1684017.0,-1745394.0,,
December 2010,3211995.0,-3316456.0,4153240.0,414441.0
March 2011,3309281.0,-3355011.0,,
June 2011,2785046.0,-2843965.0,,
September 2011,2161309.0,-2237091.0,4042494.0,555729.0
December 2011,3941152.0,-3834804.0,6242304.0,2177031.0
March 2012,2420156.0,-3893514.0,9226499.0,3740307.0
June 2012,1691514.0,-2353888.0,8632168.0,3720709.0
September 2012,1744785.0,-1897227.0,8206644.0,3722964.0
December 2012,4739363.999999993,-4810861.000000007,7599609.0,3445040.0
March 2013,1665824.0,-2028153.0,,
June 2013,2197103.0,-2563170.0,7317997.0,2928202.0
September 2013,,,,
December 2013,,,,
March 2014,,,,
June 2014,,,,
September 2014,,,,
