,NetIncomeLoss,Assets,AssetsCurrent
March 2009,-218000.0,,
June 2009,-218000.0,,
September 2009,-218000.0,,
December 2009,-218000.0,,
March 2010,-2511000.0,,
June 2010,393000.0,,
September 2010,625000.0,,
December 2010,867000.0,141868000.0,78936000.0
March 2011,1404000.0,,
June 2011,2447000.0,148845000.0,89792000.0
September 2011,1925000.0,153312000.0,95042000.0
December 2011,1829000.0,137702000.0,78785000.0
March 2012,740000.0,139154000.0,82529000.0
June 2012,-668000.0,153012000.0,29677000.0
September 2012,551000.0,157512000.0,35372000.0
December 2012,-158000.0,162399000.0,43761000.0
March 2013,541000.0,165649000.0,47659000.0
June 2013,1118000.0,176030000.0,59532000.0
September 2013,1306000.0,208501000.0,66231000.0
December 2013,695000.0,221242000.0,79407000.0
March 2014,2868000.0,224904000.0,84345000.0
June 2014,3719000.0,240388000.0,99686000.0
September 2014,3768000.0,287533000.0,141150000.0
December 2014,3693000.0,439358000.0,241995000.0
March 2015,,458816000.0,260838000.0
June 2015,,485628000.0,253447000.0
September 2015,,497657000.0,259164000.0
December 2015,,876249000.0,113649000.0
March 2016,,856244000.0,94885000.0
June 2016,,860947000.0,111568000.0
September 2016,,869950000.0,112924000.0
December 2016,,872401000.0,113084000.0
March 2017,-820000.0,854145000.0,104366000.0
June 2017,-820000.0,839666000.0,96234000.0
September 2017,-820000.0,862222000.0,122429000.0
December 2017,-820000.0,862052000.0,131107000.0
March 2018,1289000.0,1082129000.0,135540000.0
June 2018,1289000.0,1155176000.0,220917000.0
September 2018,2954000.0,1183015000.0,242142000.0
December 2018,223000.0,1313747000.0,380906000.0
March 2019,-18185000.0,1370591000.0,349016000.0
June 2019,893000.0,1812340000.0,189395000.0
September 2019,-3080000.0,1787136000.0,167010000.0
December 2019,3590000.0,1801884000.0,182503000.0
March 2020,-7336000.0,1830458000.0,187433000.0
June 2020,-4924000.0,1831405000.0,205780000.0
September 2020,1910000.0,2101261000.0,481212000.0
December 2020,7240000.0,2144290000.0,505199000.0
March 2021,14946000.0,2142988000.0,489021000.0
June 2021,-8281000.0,2170696000.0,491180000.0
September 2021,11740000.0,2217345000.0,549521000.0
December 2021,-5109000.0,2241182000.0,567276000.0
March 2022,-13859000.0,2199770000.0,501479000.0
June 2022,-23285000.0,2187400000.0,467620000.0
