,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
September 2018,916.0,,-916.0,,
December 2018,916.0,,-916.0,3226.0,3226.0
March 2019,5613.0,,-5613.0,284.0,284.0
June 2019,2030.0,,-2030.0,976.0,976.0
September 2019,2429.0,,-2429.0,822.0,822.0
December 2019,1503.0,,-1503.0,196.0,196.0
March 2020,7004.0,605.0,-7004.0,10826.0,10826.0
June 2020,13256.0,,-13256.0,6676.0,6676.0
September 2020,2052.0,,-2052.0,3072.0,3072.0
December 2020,1640.0,,-1640.0,1432.0,1432.0
March 2021,5552.0,227.0,-5552.0,6180.0,6180.0
June 2021,11575.0,,-11575.0,505.0,505.0
September 2021,2678.0,,-2678.0,409.0,409.0
December 2021,11814.0,,-11814.0,1075.0,1075.0
March 2022,7628.0,,-7628.0,22147.0,304.0
June 2022,3695.0,,-3695.0,1012.0,1012.0
