,NetIncomeLoss,Assets,AssetsCurrent
December 2016,4561000.0,,
March 2017,2800000.0,,
June 2017,6412000.0,,
September 2017,12267000.0,328550000.0,175130000.0
December 2017,10996000.0,,
March 2018,11248000.0,319822000.0,144251000.0
June 2018,13403000.0,474363000.0,243171000.0
September 2018,15144000.0,496310000.0,267455000.0
December 2018,5154000.0,467812000.0,240683000.0
March 2019,4212000.0,476485000.0,230213000.0
June 2019,17202000.0,509024000.0,259002000.0
September 2019,16553000.0,531769000.0,279966000.0
December 2019,5461000.0,524548000.0,234501000.0
March 2020,1537000.0,547912000.0,246349000.0
June 2020,15747000.0,573845000.0,275918000.0
September 2020,17552000.0,628114000.0,331561000.0
December 2020,7871000.0,604227000.0,228623000.0
March 2021,-4935000.0,615758000.0,232746000.0
June 2021,9340000.0,767372000.0,373351000.0
September 2021,7901000.0,806620000.0,300026000.0
December 2021,5511000.0,872584000.0,298521000.0
March 2022,-9418000.0,937575000.0,313959000.0
June 2022,12168000.0,1020339000.0,389140000.0
