,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2008,161345250.0,,,34524250.0,,,
June 2008,161345250.0,,,34524250.0,,,
September 2008,161345250.0,,,34524250.0,,,
December 2008,161345250.0,,,34524250.0,,,
March 2009,145577000.0,,,17320000.0,,,
June 2009,144706000.0,,,16623000.0,,,
September 2009,153373000.0,,,35275000.0,,,
December 2009,189567000.0,,,69970000.0,1276483000.0,946473000.0,330010000.0
March 2010,168156000.0,,,35907000.0,,,
June 2010,172539000.0,,,54485000.0,1313634000.0,1004566000.0,309068000.0
September 2010,187473000.0,,,68156000.0,1434907000.0,1109590000.0,325317000.0
December 2010,250582000.0,,,96657000.0,1467573000.0,1140817000.0,326756000.0
March 2011,209256000.0,,241798750.0,55822000.0,1427299000.0,1089375000.0,337924000.0
June 2011,225714000.0,,241798750.0,51361000.0,1493573000.0,1150840000.0,342733000.0
September 2011,240720000.0,,241798750.0,69609000.0,1536190000.0,1149924000.0,386266000.0
December 2011,291505000.0,,241798750.0,117911000.0,1642922000.0,1235402000.0,407520000.0
March 2012,246119000.0,,279425750.0,58140000.0,1571360000.0,1157294000.0,414066000.0
June 2012,268264000.0,,279425750.0,57338000.0,1709508000.0,1050583000.0,658925000.0
September 2012,268437000.0,,279425750.0,,1851075000.0,1175275000.0,675800000.0
December 2012,334883000.0,,279425750.0,,1841989000.0,1144112000.0,697877000.0
March 2013,284150000.0,,284150000.0,,1856569000.0,1147658000.0,708911000.0
June 2013,301953000.0,,301953000.0,,1989367000.0,1274314000.0,715053000.0
September 2013,323937000.0,,323937000.0,,2090191000.0,1355450000.0,734741000.0
December 2013,390050000.0,,390050000.0,,2186251000.0,1479462000.0,754925000.0
March 2014,338522000.0,150000.0,338522000.0,,2114328000.0,1366397000.0,747931000.0
June 2014,359844000.0,150000.0,359844000.0,,2160586000.0,1410025000.0,750561000.0
September 2014,354105000.0,150000.0,354105000.0,,2236853000.0,1495496000.0,741357000.0
December 2014,382165000.0,150000.0,382165000.0,,2207552000.0,1489854000.0,717698000.0
March 2015,344570000.0,1300000.0,332482000.0,,2043465000.0,1345324000.0,698141000.0
June 2015,339031000.0,1300000.0,332560000.0,,2059441000.0,1366339000.0,693102000.0
September 2015,342029000.0,1300000.0,338888000.0,,2254877000.0,1565034000.0,689843000.0
December 2015,436603000.0,1300000.0,433903000.0,,2355661000.0,1442670000.0,912991000.0
March 2016,333933000.0,9650000.0,333933000.0,,2260264000.0,1340502000.0,919762000.0
June 2016,340300000.0,9650000.0,340300000.0,,2226538000.0,1312360000.0,914178000.0
September 2016,353905000.0,9650000.0,339432000.0,,2257610000.0,1389620000.0,867990000.0
December 2016,422902000.0,9650000.0,409597000.0,,2186897000.0,1347290000.0,839607000.0
March 2017,334782000.0,10700000.0,308498000.0,,2101718000.0,1280331000.0,821387000.0
June 2017,731103000.0,10700000.0,314210000.0,,1775972000.0,1304783000.0,471189000.0
September 2017,320392000.0,10700000.0,314623000.0,,1750372000.0,1286336000.0,464036000.0
December 2017,396838000.0,10700000.0,390485000.0,,1658372000.0,1290988000.0,367384000.0
March 2018,315972000.0,9550000.0,294654000.0,-48273000.0,1515671000.0,1156424000.0,359247000.0
June 2018,307996000.0,9550000.0,287235000.0,,1406201000.0,1069262000.0,336939000.0
September 2018,303879000.0,9550000.0,297804000.0,,1469531000.0,1148502000.0,321029000.0
December 2018,349579000.0,9550000.0,344891000.0,,1575198000.0,1258569000.0,316629000.0
March 2019,267871000.0,8100000.0,257684000.0,-12242000.0,1589891000.0,988515000.0,601376000.0
June 2019,263427000.0,8100000.0,256110000.0,,1608203000.0,1015549000.0,592654000.0
September 2019,287695000.0,8100000.0,264103000.0,,1640643000.0,1091716000.0,548927000.0
December 2019,308828000.0,8100000.0,303675000.0,,1604732000.0,1059458000.0,545274000.0
March 2020,274701000.0,6475000.0,262862000.0,,1532586000.0,967138000.0,565448000.0
June 2020,177401000.0,6475000.0,166869000.0,,1451329000.0,881673000.0,569656000.0
September 2020,212255000.0,6475000.0,206542000.0,,1522319000.0,1007768000.0,514551000.0
December 2020,241318000.0,6475000.0,230430000.0,,1478505000.0,990475000.0,488030000.0
March 2021,199344000.0,6800000.0,187324000.0,,1349113000.0,947110000.0,402003000.0
June 2021,207492000.0,6800000.0,200480000.0,,1337438000.0,949171000.0,388267000.0
September 2021,211716000.0,6800000.0,205718000.0,,1355961000.0,987450000.0,368511000.0
December 2021,255185000.0,6800000.0,249103000.0,,1368719000.0,1022755000.0,345964000.0
March 2022,198595000.0,,195758000.0,,1265322000.0,937219000.0,328103000.0
June 2022,202285000.0,,199233000.0,,1283424000.0,964788000.0,318636000.0
