,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 1996,1194875.0,-308250.0,,,
June 1996,1194875.0,-308250.0,,,
September 1996,1194875.0,-308250.0,,,
December 1996,1194875.0,-308250.0,,,
March 1997,1194875.0,-640000.0,,,
June 1997,1194875.0,-640000.0,,,
September 1997,1194875.0,-640000.0,,,
December 1997,1194875.0,-640000.0,,,
March 1998,1194875.0,-1179750.0,,,
June 1998,1194875.0,-1179750.0,,,
September 1998,1194875.0,-1179750.0,,,
December 1998,1194875.0,-1179750.0,,,
March 1999,1194875.0,-1402250.0,,,
June 1999,1194875.0,-1402250.0,,,
September 1999,1194875.0,-1402250.0,,,
December 1999,1194875.0,-1402250.0,,,
March 2000,1194875.0,-3194750.0,,,
June 2000,1194875.0,-3194750.0,,,
September 2000,1194875.0,-3194750.0,,,
December 2000,1194875.0,-3194750.0,,,
March 2001,1194875.0,-2735000.0,,,
June 2001,1194875.0,-2735000.0,,,
September 2001,1194875.0,-2735000.0,,,
December 2001,1194875.0,-2735000.0,,,
March 2002,1194875.0,-3201000.0,,,
June 2002,1194875.0,-3201000.0,,,
September 2002,1194875.0,-3201000.0,,,
December 2002,1194875.0,-3201000.0,,,
March 2003,1194875.0,-1438000.0,,,
June 2003,1194875.0,-1438000.0,,,
September 2003,1194875.0,-1438000.0,,,
December 2003,1194875.0,-1438000.0,,,
March 2004,1194875.0,-2127000.0,,,
June 2004,1194875.0,-2127000.0,,,
September 2004,1194875.0,-2127000.0,,,
December 2004,1194875.0,-2127000.0,,,
March 2005,1194875.0,-2484250.0,,,
June 2005,1194875.0,-2484250.0,,,
September 2005,1194875.0,-2484250.0,,,
December 2005,1194875.0,-2484250.0,,,
March 2006,1194875.0,-348750.0,,,
June 2006,1194875.0,-348750.0,,,
September 2006,1194875.0,-348750.0,,,
December 2006,1194875.0,-348750.0,,,
March 2007,1194875.0,-5311750.0,,,
June 2007,1194875.0,-5311750.0,,,
September 2007,1194875.0,-5311750.0,,,
December 2007,1194875.0,-5311750.0,,,
March 2008,1194875.0,-5582750.0,,,
June 2008,1194875.0,-5582750.0,,,
September 2008,1194875.0,-5582750.0,,,
December 2008,1194875.0,-5582750.0,,,
March 2009,1194875.0,-6738500.0,,,
June 2009,1194875.0,-6738500.0,,,
September 2009,1194875.0,-6738500.0,,,
December 2009,1194875.0,-6738500.0,,,
March 2010,1991000.0,-5845000.0,,,
June 2010,1194000.0,-8727000.0,,,
September 2010,1606000.0,-5381000.0,,,
December 2010,5108000.0,-7415000.0,294000.0,239000.0,
March 2011,4440000.0,-8408000.0,,,
June 2011,3469000.0,-12328000.0,6825000.0,6771000.0,
September 2011,3565000.0,482000.0,1893000.0,1813000.0,
December 2011,1978000.0,-12576000.0,212000.0,118000.0,
March 2012,3580000.0,-10151000.0,226000.0,116000.0,
June 2012,7040000.0,-10150000.0,,,
September 2012,9944000.0,-16495000.0,428000.0,297000.0,
December 2012,8344000.0,-30524000.0,7570000.0,7458000.0,
March 2013,11608000.0,-14394000.0,521000.0,412000.0,
June 2013,8383000.0,-11594000.0,2437000.0,2348000.0,
September 2013,12794000.0,-22910000.0,7635000.0,7495000.0,
December 2013,11121000.0,-16891000.0,18784000.0,18646000.0,138000.0
March 2014,19986000.0,-46041000.0,12512000.0,12377000.0,
June 2014,21549000.0,-25865000.0,12576000.0,12444000.0,
September 2014,22707000.0,-21043000.0,29394000.0,1570000.0,27824000.0
December 2014,21395000.0,-42685000.0,56456000.0,14642000.0,43799000.0
March 2015,19703000.0,-46433000.0,49413000.0,4715000.0,44698000.0
June 2015,27799000.0,-66845000.0,64248000.0,21201000.0,43047000.0
September 2015,9170000.0,22615000.0,51639000.0,7089000.0,44550000.0
December 2015,46448000.0,-24078000.0,70797000.0,24101000.0,46696000.0
March 2016,13440000.0,-6106000.0,62226000.0,13499000.0,48727000.0
June 2016,8713000.0,-14175000.0,51609000.0,4499000.0,47110000.0
September 2016,21094000.0,-29227000.0,48942000.0,2272000.0,46670000.0
December 2016,16834000.0,-30706000.0,52906000.0,7884000.0,45022000.0
March 2017,5035000.0,-12620000.0,48312000.0,3155000.0,45157000.0
June 2017,5466000.0,-10253000.0,47383000.0,819000.0,46564000.0
September 2017,9721000.0,-23271000.0,49748000.0,2128000.0,47620000.0
December 2017,13293000.0,-26999000.0,48907000.0,1402000.0,47505000.0
March 2018,4733000.0,-21545000.0,49778000.0,1129000.0,48649000.0
June 2018,5282000.0,-21177000.0,48476000.0,2435000.0,46041000.0
September 2018,4296000.0,12578000.0,46334000.0,1118000.0,45216000.0
December 2018,3843000.0,-5650000.0,24667000.0,23798000.0,869000.0
March 2019,3004000.0,-20946000.0,24470000.0,18581000.0,5889000.0
June 2019,3291000.0,219000.0,14704000.0,8906000.0,5798000.0
September 2019,3538000.0,-6242000.0,10145000.0,4572000.0,5573000.0
December 2019,3757000.0,6157000.0,9129000.0,3200000.0,7443000.0
March 2020,3757000.0,2726000.0,9183000.0,3608000.0,5575000.0
June 2020,3220000.0,-57952000.0,14906000.0,8217000.0,6689000.0
September 2020,17660000.0,-194096000.0,27213000.0,12183000.0,15030000.0
December 2020,9000000.0,-280499000.0,32899000.0,15511000.0,17388000.0
March 2021,6923000.0,-4123000.0,32460000.0,13217000.0,19243000.0
June 2021,5451000.0,4410000.0,28767000.0,8349000.0,20418000.0
September 2021,3748000.0,45519000.0,28221000.0,6309000.0,21912000.0
December 2021,4186000.0,133320000.0,40160000.0,17290000.0,22870000.0
March 2022,4820000.0,-14214000.0,30658000.0,9269000.0,21389000.0
June 2022,13645000.0,-29668000.0,27521000.0,7178000.0,20343000.0
