,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2013,22433.0,,,-22433.0,,,
September 2013,38913.0,,,-38913.0,,,
December 2013,19800.0,,,-19800.0,,,
March 2014,17616.0,,,-17616.0,26673.0,26673.0,
June 2014,27262.0,,,-31898.0,,,
September 2014,45433.0,0.0,,-45433.0,8150.0,8150.0,
December 2014,37863.0,0.0,,-37863.0,2331.0,2331.0,
March 2015,511547.0,295323.0,,-926559.0,2675.0,2675.0,
June 2015,20756.0,116922.0,,-21773.0,5608.0,5608.0,
September 2015,848127.0,6655.0,,-849333.0,3905.0,3905.0,
December 2015,706823.0,37050.0,,-297664.0,5447.0,5447.0,
March 2016,321590.0,75000.0,,,22271.0,22271.0,
June 2016,,66042.0,,,24144.0,24144.0,
September 2016,,89137.0,,,723931.0,723931.0,
December 2016,,99218.0,,,379670.0,379670.0,
March 2017,,167500.0,,,422783.0,421146.0,
June 2017,,136559.0,,,105545.0,103908.0,
September 2017,,210363.0,,,286448.0,274902.0,
December 2017,,174246.0,,,56657.0,49611.0,
March 2018,,162008.0,,-618473.0,97253.0,90207.0,
June 2018,1439334.3333333333,349449.0,733572.6666666666,-857303.0,72018.0,64972.0,
September 2018,1439334.3333333333,-103959.0,733572.6666666666,-282103.0,74445.0,67399.0,
December 2018,1439334.3333333333,49457.0,733572.6666666666,-2568954.0,64364.0,62318.0,5227900.0
March 2019,1380410.0,46912.0,879147.5,-1043315.0,57171.0,57171.0,
June 2019,1380410.0,61989.0,879147.5,-393065.0,58706.0,58706.0,
September 2019,1380410.0,,879147.5,-1204852.0,19616.0,19616.0,
December 2019,1380410.0,,879147.5,-2651704.0,5310921.0,793712.0,4517209.0
March 2020,59998.0,,4998.0,6338375.0,590000.0,590000.0,
June 2020,1711.0,,1711.0,2508289.0,3100000.0,3100000.0,
September 2020,216715.0,,46715.0,-1217353.0,2104936.0,2104936.0,
December 2020,204288.0,,166950.0,-311550.0,1818134.0,1818134.0,
March 2021,134461.0,,100234.0,300102.0,2075811.0,2073507.0,
June 2021,88039.0,,53541.0,-1135171.0,926538.0,924444.0,
September 2021,1013201.0,,979820.0,-1122064.0,768213.0,766328.0,
December 2021,125765.0,,88880.0,-322875.0,364918.0,363243.0,
March 2022,162585.0,,128378.0,-162996.0,213463.0,211997.0,
June 2022,128658.0,,94865.0,-131594.0,127564.0,126308.0,
