,NetIncomeLoss,Assets
March 2010,6067000.0,
June 2010,8201000.0,
September 2010,,
December 2010,,47207970000.0
March 2011,-12128000.0,
June 2011,-28144000.0,43105603000.0
September 2011,,40386148000.0
December 2011,,40184467000.0
March 2012,,36273402000.0
June 2012,,36369579000.0
September 2012,,35641095000.0
December 2012,,35418489000.0
March 2013,,36564243000.0
June 2013,,38018237000.0
September 2013,,37239508000.0
December 2013,,35870314000.0
March 2014,,36055469000.0
June 2014,,36548851000.0
September 2014,,35017001000.0
December 2014,,35129197000.0
March 2015,,33261447000.0
