,OperatingExpenses,NetIncomeLoss,Assets
March 2009,15039250.0,,
June 2009,15039250.0,,
September 2009,15039250.0,,
December 2009,15039250.0,,
March 2010,22196000.0,,
June 2010,18950000.0,,
September 2010,15107000.0,,
December 2010,25439000.0,,485620000.0
March 2011,18132000.0,8716000.0,
June 2011,24188000.0,8716000.0,680790000.0
September 2011,23704000.0,8716000.0,376414000.0
December 2011,29665000.0,8716000.0,522596000.0
March 2012,24908000.0,5839000.0,517456000.0
June 2012,31611000.0,9292000.0,676196000.0
September 2012,58348000.0,7098000.0,1878704000.0
December 2012,86133000.0,11543000.0,1688633000.0
March 2013,56855000.0,7726000.0,1059555000.0
June 2013,66932000.0,14543000.0,1098232000.0
September 2013,60946000.0,8055000.0,1067716000.0
December 2013,67519000.0,11206000.0,1128966000.0
March 2014,52923000.0,7144000.0,1141558000.0
June 2014,64355000.0,12914000.0,1465578000.0
September 2014,73561000.0,15113000.0,1654215000.0
December 2014,86021000.0,16251000.0,2014027000.0
March 2015,76715000.0,21313000.0,2227503000.0
June 2015,81284000.0,20153000.0,1911534000.0
September 2015,87340000.0,20331000.0,2169196000.0
December 2015,87493000.0,20331000.0,3514991000.0
March 2016,70059000.0,15458000.0,1495305000.0
June 2016,96152000.0,32021000.0,3296024000.0
September 2016,106074000.0,29628000.0,2431117000.0
December 2016,117210000.0,36790000.0,3052432000.0
March 2017,102389000.0,43221000.0,2481538000.0
June 2017,110325000.0,34567000.0,2766035000.0
September 2017,125040000.0,34378000.0,4500460000.0
December 2017,140442000.0,98961000.0,2208427000.0
March 2018,103561000.0,36861000.0,2051277000.0
June 2018,125234000.0,41112000.0,2560580000.0
September 2018,133998000.0,37716000.0,3568236000.0
December 2018,149603000.0,45750000.0,2782057000.0
March 2019,131353000.0,44218000.0,2968893000.0
June 2019,143347000.0,42196000.0,2994217000.0
September 2019,152952000.0,44043000.0,2981001000.0
December 2019,159216000.0,42916000.0,2675199000.0
March 2020,173880000.0,47829000.0,3311975000.0
June 2020,169287000.0,62059000.0,3793049000.0
September 2020,177901000.0,53190000.0,5299703000.0
December 2020,232373000.0,83099000.0,4650975000.0
March 2021,151118000.0,58052000.0,3203965000.0
June 2021,207113000.0,56058000.0,3943121000.0
September 2021,251547000.0,71721000.0,5116862000.0
December 2021,297342000.0,79931000.0,5205989000.0
March 2022,229454000.0,71209000.0,4339631000.0
June 2022,267238000.0,54286000.0,4534772000.0
