,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,9550000.0,113575000.0,55025000.0,,
June 2012,9550000.0,113575000.0,55025000.0,,
September 2012,9550000.0,113575000.0,55025000.0,,
December 2012,9550000.0,113575000.0,55025000.0,,
March 2013,9900000.0,117300000.0,39400000.0,,
June 2013,9900000.0,118500000.0,60300000.0,,
September 2013,9900000.0,122200000.0,-78100000.0,,
December 2013,9900000.0,125100000.0,10700000.0,1979900000.0,923200000.0
March 2014,10825000.0,125100000.0,35600000.0,1977900000.0,913900000.0
June 2014,10825000.0,136600000.0,43500000.0,1968100000.0,887600000.0
September 2014,10825000.0,130500000.0,60800000.0,1992200000.0,934000000.0
December 2014,10825000.0,135200000.0,35300000.0,2015900000.0,1001700000.0
March 2015,11300000.0,116100000.0,45400000.0,1927400000.0,903700000.0
June 2015,11300000.0,126100000.0,63900000.0,1989600000.0,923200000.0
September 2015,11300000.0,129600000.0,-27300000.0,2409000000.0,875700000.0
December 2015,11300000.0,138700000.0,71900000.0,2263000000.0,735100000.0
March 2016,11825000.0,133800000.0,57700000.0,2270000000.0,710400000.0
June 2016,11825000.0,143100000.0,95000000.0,2345500000.0,827900000.0
September 2016,11825000.0,142000000.0,1600000.0,2306600000.0,802300000.0
December 2016,11825000.0,140900000.0,74800000.0,2247400000.0,829300000.0
March 2017,12075000.0,142000000.0,68400000.0,2185400000.0,742200000.0
June 2017,12075000.0,146900000.0,105500000.0,2334600000.0,839200000.0
September 2017,12075000.0,147300000.0,89800000.0,2447300000.0,924600000.0
December 2017,12075000.0,146300000.0,9600000.0,2542000000.0,1032700000.0
March 2018,13600000.0,159100000.0,72200000.0,2628100000.0,802600000.0
June 2018,13600000.0,162200000.0,113900000.0,2631700000.0,852500000.0
September 2018,13600000.0,167100000.0,116000000.0,2730100000.0,873300000.0
December 2018,13600000.0,159100000.0,132800000.0,2810200000.0,931600000.0
March 2019,13675000.0,168900000.0,80200000.0,2800800000.0,850200000.0
June 2019,13675000.0,175000000.0,109300000.0,2849300000.0,883200000.0
September 2019,13675000.0,167400000.0,131600000.0,2865400000.0,933100000.0
December 2019,13675000.0,175900000.0,80700000.0,2967200000.0,1001800000.0
March 2020,13600000.0,167900000.0,400000.0,2757700000.0,922000000.0
June 2020,13600000.0,150100000.0,73700000.0,2833900000.0,977100000.0
September 2020,13600000.0,156200000.0,146900000.0,3027700000.0,1121000000.0
December 2020,13600000.0,161500000.0,93300000.0,3069400000.0,1145000000.0
March 2021,18325000.0,166100000.0,108000000.0,2947900000.0,1048000000.0
June 2021,18325000.0,175100000.0,118700000.0,3060100000.0,1144200000.0
September 2021,18325000.0,162100000.0,143500000.0,3116700000.0,1202400000.0
December 2021,18325000.0,171400000.0,112800000.0,3051000000.0,1117600000.0
March 2022,,171700000.0,93000000.0,3007600000.0,1077300000.0
June 2022,,167900000.0,115100000.0,3653700000.0,1753000000.0
