,OperatingExpenses,NetIncomeLoss,Assets
March 2011,169337750.0,,
June 2011,169337750.0,,
September 2011,169337750.0,,
December 2011,169337750.0,,
March 2012,174493000.0,11136000.0,
June 2012,174493000.0,11136000.0,
September 2012,191909000.0,33136000.0,
December 2012,186679000.0,,4491734000.0
March 2013,190133000.0,25509000.0,
June 2013,201436000.0,25509000.0,
September 2013,214261000.0,46156000.0,4612173000.0
December 2013,215997000.0,,4449687000.0
March 2014,210319000.0,,4516915000.0
June 2014,215734000.0,,4505415000.0
September 2014,224964000.0,,4508391000.0
December 2014,214972000.0,,4481120000.0
March 2015,217678000.0,,4510772000.0
June 2015,223064000.0,,4538700000.0
September 2015,244701000.0,,4561780000.0
December 2015,230177000.0,,4528900000.0
March 2016,223820000.0,,4432784000.0
June 2016,228077000.0,,4406586000.0
September 2016,233183000.0,,4256936000.0
December 2016,224874000.0,,4180304000.0
March 2017,238061000.0,,4126730000.0
June 2017,240079000.0,,4071151000.0
September 2017,233292000.0,,4111154000.0
December 2017,223150000.0,,4076005000.0
March 2018,267125000.0,,3991214000.0
June 2018,224454000.0,,3984586000.0
September 2018,233170000.0,,4032572000.0
December 2018,215520000.0,,3924210000.0
March 2019,213743000.0,,3922886000.0
June 2019,223207000.0,,3939565000.0
September 2019,232331000.0,,4155377000.0
December 2019,227144000.0,,4030596000.0
March 2020,223960000.0,,4393005000.0
June 2020,212338000.0,,4348239000.0
September 2020,229408000.0,,4069933000.0
December 2020,227335000.0,,4089149000.0
March 2021,227096000.0,,4020348000.0
