,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
December 2006,,1171750000.0,,,
March 2007,,1171750000.0,,,
June 2007,,1171750000.0,,,
September 2007,,1171750000.0,,,
December 2007,,1191500000.0,,,
March 2008,,1191500000.0,,,
June 2008,,1284000000.0,,,
September 2008,,760000000.0,62497000000.0,11666000000.0,
December 2008,,845000000.0,,,
March 2009,,613000000.0,,,
June 2009,,954000000.0,62584000000.0,11499000000.0,
September 2009,,895000000.0,63117000000.0,11889000000.0,49271000000.0
December 2009,,844000000.0,69314000000.0,12945000000.0,
March 2010,,953000000.0,68760000000.0,12487000000.0,
June 2010,,1331000000.0,68305000000.0,12601000000.0,
September 2010,,835000000.0,69206000000.0,12225000000.0,54921000000.0
December 2010,,1302000000.0,70950000000.0,13994000000.0,
March 2011,,942000000.0,70588000000.0,13220000000.0,
June 2011,,1476000000.0,71105000000.0,13643000000.0,
September 2011,,1087000000.0,72124000000.0,13757000000.0,
December 2011,1990000000.0,1464000000.0,73877000000.0,15060000000.0,
March 2012,1990000000.0,1143000000.0,75233000000.0,14537000000.0,
June 2012,1990000000.0,1831000000.0,75291000000.0,14754000000.0,
September 2012,1990000000.0,1244000000.0,74898000000.0,13709000000.0,
December 2012,2091250000.0,1382000000.0,80642000000.0,14322000000.0,
March 2013,2091250000.0,1513000000.0,81358000000.0,15003000000.0,
June 2013,2091250000.0,1847000000.0,80565000000.0,14205000000.0,
September 2013,2091250000.0,1394000000.0,81241000000.0,14109000000.0,
December 2013,2018000000.0,1840000000.0,83166000000.0,15763000000.0,
March 2014,2116000000.0,1917000000.0,82580000000.0,15046000000.0,
June 2014,2047000000.0,2245000000.0,83723000000.0,15205000000.0,
September 2014,2384000000.0,1499000000.0,84186000000.0,15176000000.0,
December 2014,1935000000.0,2182000000.0,87035000000.0,17240000000.0,
March 2015,2081000000.0,2108000000.0,85715000000.0,15646000000.0,
June 2015,2101000000.0,2483000000.0,87367000000.0,16512000000.0,
September 2015,2406000000.0,1609000000.0,88182000000.0,16758000000.0,
December 2015,2025000000.0,2880000000.0,90121000000.0,17768000000.0,
March 2016,2137000000.0,2143000000.0,90264000000.0,16999000000.0,
June 2016,2305000000.0,2597000000.0,90914000000.0,17617000000.0,
September 2016,2287000000.0,1771000000.0,92033000000.0,16966000000.0,
December 2016,1985000000.0,2479000000.0,91576000000.0,16665000000.0,
March 2017,1941000000.0,2388000000.0,91807000000.0,16270000000.0,
June 2017,2022000000.0,2366000000.0,92752000000.0,17151000000.0,
September 2017,2228000000.0,1747000000.0,95789000000.0,15889000000.0,
December 2017,2079000000.0,4423000000.0,97734000000.0,17274000000.0,
March 2018,2247000000.0,2937000000.0,97943000000.0,16808000000.0,
June 2018,2212000000.0,2916000000.0,98792000000.0,17729000000.0,
September 2018,2322000000.0,2322000000.0,98598000000.0,16825000000.0,
December 2018,2152000000.0,2788000000.0,99941000000.0,17537000000.0,
