,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2018,37075000.0,84500000.0,,
June 2018,37075000.0,84500000.0,,
September 2018,37075000.0,84500000.0,,
December 2018,37075000.0,84500000.0,,
March 2019,52625000.0,72225000.0,,
June 2019,52625000.0,72225000.0,,
September 2019,52625000.0,72225000.0,,
December 2019,52625000.0,72225000.0,1480300000.0,477100000.0
March 2020,60800000.0,35800000.0,,
June 2020,65800000.0,-139600000.0,,
September 2020,65500000.0,119900000.0,,
December 2020,76800000.0,76000000.0,1776200000.0,754500000.0
March 2021,85200000.0,35700000.0,2304400000.0,1296000000.0
June 2021,91800000.0,90000000.0,2519400000.0,1514000000.0
September 2021,91500000.0,80500000.0,2727400000.0,1277200000.0
December 2021,118200000.0,102300000.0,2803300000.0,1335700000.0
March 2022,112700000.0,83200000.0,2888900000.0,1346800000.0
June 2022,125200000.0,36400000.0,3006200000.0,1486800000.0
