,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
September 2005,540652.5714285715,-3517.0,,,
December 2005,540652.5714285715,-3517.0,,,
March 2006,540652.5714285715,-3517.0,,,
June 2006,540652.5714285715,-3517.0,,,
September 2006,540652.5714285715,-4020.25,,,
December 2006,540652.5714285715,-4020.25,,,
March 2007,540652.5714285715,-4020.25,,,
June 2007,540652.5714285715,-4020.25,,,
September 2007,540652.5714285715,-23914.0,,,
December 2007,540652.5714285715,-23914.0,,,
March 2008,540652.5714285715,-23914.0,,,
June 2008,540652.5714285715,-23914.0,,,
September 2008,540652.5714285715,-16976.25,,,
December 2008,540652.5714285715,-16976.25,,,
March 2009,540652.5714285715,-16976.25,,,
June 2009,540652.5714285715,-16976.25,,,
September 2009,540652.5714285715,-4012170.5,,,
December 2009,540652.5714285715,-4012170.5,,,
March 2010,540652.5714285715,-4012170.5,,,
June 2010,540652.5714285715,-4012170.5,,,
September 2010,1103869.0,1663543.0,,,
December 2010,5663490.0,-9268945.0,,,
March 2011,3511825.0,-13538330.0,,,
June 2011,540652.5714285715,1924350.0,65138460.0,1097460.0,64041000.0
September 2011,1718438.0,3839980.0,71554684.0,7458126.0,64096558.0
December 2011,4534188.0,-69946.0,66683933.0,2379620.0,64304313.0
March 2012,4344389.0,-7444968.0,64546994.0,46603.0,64500391.0
June 2012,2892561.0,1362863.0,63963400.0,36530.0,63926870.0
September 2012,1502942.0,-1431455.0,69501568.0,5589887.0,63911681.0
December 2012,1289182.0,-4606706.0,67407444.0,3502614.0,63904830.0
March 2013,1370966.0,-1183769.0,66339499.0,2449765.0,63889734.0
June 2013,47351780.0,-17617964.0,23771293.0,97175.0,23674118.0
September 2013,2927858.0,-1910385.0,23749376.0,81123.0,23668253.0
December 2013,6846003.0,-3389343.0,17303099.0,129754.0,17173345.0
March 2014,-2868021.0,-83949.0,8789947.0,123139.0,8666808.0
June 2014,389455.0,1550663.0,8641035.0,74271.0,8566764.0
September 2014,420082.0,-742628.0,8687585.0,177398.0,8510187.0
December 2014,403119.0,1323667.0,8665190.0,202966.0,8462224.0
March 2015,412125.0,187896.0,8545129.0,1153490.0,7391639.0
June 2015,391152.0,-356060.0,8392148.0,1055773.0,7336375.0
September 2015,389927.0,-458254.0,8170443.0,1047452.0,7122991.0
December 2015,356303.0,-393213.0,7995184.0,1034041.0,6961143.0
March 2016,348191.0,-396142.0,6801725.0,27578.0,6774147.0
June 2016,302063.0,-293111.0,7170560.0,391223.0,6779337.0
September 2016,283843.0,-408658.0,6937577.0,223360.0,6714217.0
December 2016,133506.0,-56054.0,6853001.0,145601.0,
March 2017,785331.0,-905229.0,6230445.0,69674.0,
