,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2012,253528.75,-162434.75,,
June 2012,253528.75,-162434.75,,
September 2012,253528.75,-162434.75,,
December 2012,253528.75,-162434.75,451340.0,75880.0
March 2013,147440.0,-89769.0,,
June 2013,156241.0,-109062.0,,
September 2013,219373.0,300965.5,,
December 2013,138263.0,300965.5,921457.0,654537.0
March 2014,237111.0,-159636.0,907607.0,633827.0
June 2014,209266.0,-167522.0,870948.0,608923.0
September 2014,145484.0,-48359.0,866291.0,616021.0
December 2014,191745.0,-94310.0,721494.0,401316.0
March 2015,172704.0,-86018.0,552219.0,250544.0
June 2015,156689.0,-158087.0,497148.0,204121.0
September 2015,134744.0,-141838.0,399779.0,103242.0
