,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,295500000.0,984500000.0,867000000.0,,
June 2017,295500000.0,984500000.0,867000000.0,,
September 2017,242000000.0,460000000.0,591000000.0,,
December 2017,242000000.0,460000000.0,591000000.0,,
March 2018,382000000.0,959000000.0,-228000000.0,,
June 2018,354000000.0,965000000.0,694000000.0,116129000000.0,24641000000.0
September 2018,325000000.0,633000000.0,-5121000000.0,109648000000.0,23340000000.0
December 2018,294000000.0,484000000.0,-531000000.0,101025000000.0,18606000000.0
March 2019,355000000.0,970000000.0,164000000.0,110102000000.0,19244000000.0
June 2019,269000000.0,937000000.0,-608000000.0,43998000000.0,14445000000.0
September 2019,289000000.0,646000000.0,-494000000.0,43235000000.0,14117000000.0
December 2019,234000000.0,512000000.0,-21000000.0,42397000000.0,13519000000.0
March 2020,280000000.0,757000000.0,272000000.0,42978000000.0,14679000000.0
June 2020,273000000.0,965000000.0,760000000.0,42180000000.0,14422000000.0
September 2020,284000000.0,597000000.0,-392000000.0,41690000000.0,14088000000.0
December 2020,305000000.0,724000000.0,41000000.0,42649000000.0,14768000000.0
March 2021,281000000.0,733000000.0,600000000.0,42549000000.0,15036000000.0
June 2021,293000000.0,998000000.0,970000000.0,41496000000.0,14285000000.0
September 2021,297000000.0,672000000.0,30000000.0,41122000000.0,14146000000.0
December 2021,316000000.0,806000000.0,159000000.0,42344000000.0,15546000000.0
March 2022,268000000.0,735000000.0,564000000.0,42633000000.0,15878000000.0
June 2022,296000000.0,1017000000.0,969000000.0,40906000000.0,14764000000.0
