,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2005,298785.17647058825,182810.88235294117,-121966.88888888889,,
March 2006,298785.17647058825,182810.88235294117,-121966.88888888889,,
June 2006,298785.17647058825,182810.88235294117,-121966.88888888889,,
September 2006,298785.17647058825,182810.88235294117,-121966.88888888889,,
December 2006,298785.17647058825,182810.88235294117,-121966.88888888889,,
March 2007,298785.17647058825,182810.88235294117,-121966.88888888889,,
June 2007,298785.17647058825,182810.88235294117,-121966.88888888889,,
September 2007,298785.17647058825,182810.88235294117,-121966.88888888889,,
December 2007,298785.17647058825,182810.88235294117,-121966.88888888889,,
March 2008,298785.17647058825,182810.88235294117,-391017.25,,
June 2008,298785.17647058825,182810.88235294117,-391017.25,,
September 2008,298785.17647058825,182810.88235294117,-391017.25,,
December 2008,298785.17647058825,182810.88235294117,-391017.25,,
March 2009,298785.17647058825,182810.88235294117,-628969.5,,
June 2009,298785.17647058825,182810.88235294117,-628969.5,,
September 2009,298785.17647058825,182810.88235294117,-628969.5,,
December 2009,298785.17647058825,182810.88235294117,-628969.5,,
March 2010,382054.0,157384.0,-453988.0,,
June 2010,794271.0,468044.0,-970445.0,,
September 2010,748676.0,324626.0,-836755.0,,
December 2010,1472303.0,723148.0,-5649762.0,9379180.0,9045360.0
March 2011,1400642.0,636323.0,-1277990.0,,
June 2011,2527341.0,1392238.0,-1370138.0,5971439.0,5310143.0
September 2011,2213320.0,1016865.0,3067049.0,4604208.0,3961452.0
December 2011,2517416.0,1057421.0,-35147136.0,5702238.0,5015617.0
March 2012,2460765.0,940553.0,3149872.0,21429733.0,20744267.0
June 2012,2755063.0,1307395.0,2200832.0,20001277.0,19159173.0
September 2012,2840901.0,1374852.0,8028915.0,18488156.0,16310618.0
December 2012,4722722.0,2752995.0,-8715938.0,16061665.0,13570308.0
March 2013,2851000.0,1213000.0,-13326257.0,13842805.0,11109122.0
June 2013,5072034.0,2590858.0,-14285785.0,25816463.0,23054421.0
September 2013,5407000.0,3021000.0,-5436600.0,21646434.0,19052730.0
December 2013,5675167.0,3708146.0,-5707280.0,17096000.0,14602000.0
March 2014,5071000.0,3242000.0,-5103000.0,12996000.0,10662000.0
June 2014,4739000.0,3051000.0,-3646000.0,23718000.0,21599000.0
September 2014,4185000.0,2385000.0,-1213000.0,20285000.0,18347000.0
December 2014,3844000.0,1595000.0,-8384000.0,16693000.0,14953000.0
March 2015,5511000.0,2303000.0,-15830000.0,26981000.0,25420000.0
June 2015,5760000.0,2546000.0,-10443000.0,27257000.0,25872000.0
September 2015,5869000.0,2432000.0,-2308000.0,23987000.0,22775000.0
December 2015,5258000.0,2777000.0,-4733000.0,21792000.0,20739000.0
March 2016,5567000.0,2568000.0,-6623000.0,47699000.0,46745000.0
June 2016,5786000.0,2795000.0,-5184000.0,43510000.0,42672000.0
September 2016,5878000.0,3294000.0,-6196000.0,39480000.0,38439000.0
December 2016,6832000.0,3900000.0,-5435000.0,34784000.0,33853000.0
March 2017,6669000.0,3384000.0,-6391000.0,28951000.0,27390000.0
June 2017,6926000.0,3211000.0,-6340000.0,23579000.0,22865000.0
September 2017,6316000.0,2928000.0,-9350000.0,18596000.0,18004000.0
December 2017,4682000.0,1560000.0,-4664000.0,14045000.0,13806000.0
March 2018,4832000.0,1398000.0,-4784000.0,13291000.0,13143000.0
June 2018,2812000.0,1026000.0,-12939000.0,23859000.0,23567000.0
September 2018,2113000.0,928000.0,-3175000.0,21476000.0,20348000.0
December 2018,3010000.0,1579000.0,-2525000.0,18377000.0,17125000.0
March 2019,2778000.0,1110000.0,-2635000.0,16971000.0,14325000.0
June 2019,3248000.0,1716000.0,-3144000.0,13608000.0,10909000.0
September 2019,2732000.0,1459000.0,-2679000.0,11144000.0,8526000.0
December 2019,2739000.0,1317000.0,-3372000.0,9325000.0,6783000.0
March 2020,2428000.0,1051000.0,-2414000.0,12434000.0,9972000.0
June 2020,2195000.0,940000.0,-2189000.0,12742000.0,10339000.0
September 2020,2283000.0,1040000.0,-2279000.0,10512000.0,8184000.0
December 2020,2191000.0,908000.0,-2192000.0,21910000.0,19656000.0
March 2021,2224000.0,1012000.0,-2223000.0,27683000.0,25518000.0
June 2021,2310000.0,928000.0,-2309000.0,25814000.0,23555000.0
September 2021,2453000.0,1118000.0,-2451000.0,23573000.0,21391000.0
December 2021,2913000.0,1323000.0,-2912000.0,21770000.0,19142000.0
March 2022,2665000.0,1431000.0,-2655000.0,18541000.0,15994000.0
June 2022,2730000.0,1349000.0,-2719000.0,16071000.0,13577000.0
