,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
June 2016,,,-101139.33333333333,,
September 2016,,,-101139.33333333333,,
December 2016,,,-101139.33333333333,,
March 2017,,,0.0,,
June 2017,,,0.0,,
September 2017,,,0.0,,
December 2017,,,-1276.0,25000.0,25000.0
March 2018,49575000.0,305950000.0,-596.0,,
June 2018,49575000.0,305950000.0,386382.0,692424839.0,1811153.0
September 2018,49575000.0,305950000.0,2296093.0,695164081.0,1394472.0
December 2018,49575000.0,305950000.0,2348869.0,697339051.0,1176968.0
March 2019,57350000.0,286400000.0,2694579.0,700877687.0,969744.0
June 2019,57350000.0,263300000.0,-18900000.0,702715354.0,515881.0
September 2019,57350000.0,259300000.0,2123979.0,705562140.0,548341.0
December 2019,57350000.0,291800000.0,-33900000.0,4657400000.0,2017400000.0
March 2020,57150000.0,264800000.0,-268900000.0,4629900000.0,2065700000.0
June 2020,57150000.0,226300000.0,-56000000.0,4729900000.0,2203200000.0
September 2020,57150000.0,251700000.0,-103500000.0,4771700000.0,2251100000.0
December 2020,57150000.0,265500000.0,74900000.0,5073800000.0,2518800000.0
March 2021,66600000.0,250100000.0,31700000.0,5161400000.0,2666200000.0
June 2021,66600000.0,271700000.0,9700000.0,5332000000.0,2849400000.0
September 2021,66600000.0,257800000.0,56200000.0,5261700000.0,2861500000.0
December 2021,66600000.0,329400000.0,22000000.0,6939600000.0,2698600000.0
March 2022,,292200000.0,8500000.0,6911000000.0,2724000000.0
June 2022,,287600000.0,20300000.0,6827100000.0,2813600000.0
