,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2018,62848000.0,-32411142.0,,,
June 2018,62848000.0,-6771.0,,,
September 2018,62848000.0,-10.0,681110.0,,
December 2018,62848000.0,1917923.0,443314715.0,1266419.0,
March 2019,48468000.0,-3320000.0,445580109.0,1070178.0,
June 2019,48468000.0,2357404.0,447927361.0,934237.0,
September 2019,50922000.0,9600000.0,450085100.0,864711.0,
December 2019,80454000.0,-24654000.0,778547000.0,184080000.0,594467000.0
March 2020,68273000.0,1692000.0,453170617.0,739748.0,
June 2020,68082000.0,6552000.0,453004799.0,401500.0,
September 2020,25310000.0,-111000.0,2061479000.0,226711000.0,1834768000.0
December 2020,82177000.0,-7968000.0,2584164000.0,244185000.0,2339979000.0
March 2021,86661000.0,-22529000.0,2567235000.0,220397000.0,2346838000.0
June 2021,93480000.0,17579000.0,2643626000.0,263532000.0,2380094000.0
September 2021,98709000.0,33252000.0,2632545000.0,272851000.0,2359694000.0
December 2021,96357000.0,-7747000.0,2716346000.0,277904000.0,2438442000.0
March 2022,126661000.0,-17570000.0,2723025000.0,280552000.0,2442473000.0
June 2022,107612000.0,3179000.0,2774653000.0,299823000.0,2474830000.0
