,NetIncomeLoss,Assets
March 2018,1907750.0,
June 2018,1907750.0,
September 2018,1907750.0,
December 2018,1907750.0,
March 2019,4695000.0,
June 2019,3535000.0,
September 2019,3880000.0,
December 2019,5182000.0,2214766000.0
March 2020,2579000.0,2257354000.0
June 2020,2141000.0,2187051000.0
September 2020,3481000.0,2126866000.0
December 2020,9576000.0,2102874000.0
March 2021,3396000.0,2164839000.0
June 2021,9453000.0,2267605000.0
September 2021,8022000.0,2457164000.0
December 2021,8353000.0,2812478000.0
March 2022,3121000.0,3109722000.0
June 2022,10645000.0,3332739000.0
