,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,8612.23076923077,,-1876.75,,
June 2007,8612.23076923077,,-1876.75,,
September 2007,8612.23076923077,,-1876.75,,
December 2007,8612.23076923077,,-1876.75,,
March 2008,8612.23076923077,,-7290.0,,
June 2008,8612.23076923077,,-7290.0,,
September 2008,8612.23076923077,,-7290.0,,
December 2008,8612.23076923077,,-7290.0,,
March 2009,8612.23076923077,,-6009.0,,
June 2009,8612.23076923077,,-6009.0,,
September 2009,8612.23076923077,,-6009.0,,
December 2009,8612.23076923077,,-6009.0,,
March 2010,693.0,,-566119.5,,
June 2010,693.0,,-566119.5,,
September 2010,111877.0,,-566119.5,,
December 2010,8612.23076923077,,-566119.5,,
March 2011,39113.0,,-21038.5,,
June 2011,58956.0,,-21038.5,,
September 2011,31906.0,,-21038.5,15000.0,15000.0
December 2011,-63051.0,,-21038.5,27000.0,17000.0
March 2012,794.0,,4998.0,27000.0,17000.0
June 2012,3011.0,,-3017.0,,
September 2012,2368.0,,-2368.0,,
December 2012,4282.0,,-4282.0,0.0,
March 2013,526.0,,-526.0,0.0,
June 2013,1268.0,,-1268.0,0.0,
September 2013,544.0,,-544.0,0.0,
December 2013,2557.0,,-2557.0,800.0,800.0
March 2014,12484.0,,-12484.0,0.0,
June 2014,7113.0,,-167118.0,0.0,
September 2014,4108.0,,-148108.0,0.0,
December 2014,2635.0,,141365.0,0.0,
March 2015,11918.0,,-11918.0,0.0,
June 2015,355823.0,,-423058.0,0.0,
September 2015,16120.0,,-159870.0,2647.0,2647.0
December 2015,15400.0,,-35262.0,22964.0,22964.0
March 2016,8656.0,,-26795.0,5263.0,5263.0
June 2016,14390.0,,-32782.0,1151.0,1151.0
September 2016,2390.0,,-10384.0,378.0,378.0
December 2016,5811.0,,-18004.0,,
March 2017,2490.0,0.0,20096.0,40000.0,
June 2017,15108.0,,-19937.0,55000.0,
September 2017,3700.0,,-72804.0,55000.0,
December 2017,17422.0,,27958.0,124553.0,8609.0
March 2018,88396.0,9917.0,-28229.0,1430398.0,279913.0
June 2018,192006.0,,-61157.0,2076042.0,324697.0
September 2018,267747.0,,-283041.0,1849166.0,118073.0
December 2018,-196425.0,,160293.0,1299125.0,681860.0
March 2019,117580.0,,-884041.0,712870.0,109686.0
June 2019,118063.0,,-14150.0,681784.0,93472.0
September 2019,198295.0,,195949.0,652863.0,96373.0
December 2019,112604.0,,-337076.0,589253.0,47771.0
March 2020,749825.0,,-328902.0,4410316.0,171396.0
June 2020,614804.0,,-76836.0,,
September 2020,599193.0,,-11935.0,3406405.0,385043.0
December 2020,-553074.0,,-86256.0,3523068.0,465755.0
March 2021,254504.0,,-180303.0,3348935.0,361161.0
June 2021,289946.0,,-185406.0,3252643.0,313094.0
September 2021,514419.0,,-175299.0,3077195.0,266552.0
