,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,19065000.0,,,
June 2009,19065000.0,,,
September 2009,19065000.0,,,
December 2009,19065000.0,,,
March 2010,30835000.0,,,
June 2010,20008000.0,,,
September 2010,22612000.0,,,
December 2010,15381000.0,,579257000.0,53625000.0
March 2011,32042000.0,,,
June 2011,24540000.0,,,
September 2011,22926000.0,,580648000.0,64381000.0
December 2011,23616000.0,,592976000.0,80647000.0
March 2012,33877000.0,7082750.0,,
June 2012,25574000.0,7082750.0,,
September 2012,24469000.0,7082750.0,584317000.0,68248000.0
December 2012,26878000.0,7082750.0,597132000.0,74504000.0
March 2013,37608000.0,9480000.0,,
June 2013,28386000.0,11139000.0,,
September 2013,27481000.0,4661000.0,614062000.0,68188000.0
December 2013,30803000.0,6959000.0,634645000.0,80646000.0
March 2014,42423000.0,11944000.0,,
June 2014,30320000.0,9470000.0,,
September 2014,27831000.0,7208000.0,707947000.0,74138000.0
December 2014,31584000.0,3939000.0,735889000.0,99932000.0
March 2015,48061000.0,16565000.0,,
June 2015,34126000.0,11166000.0,,
September 2015,31608000.0,8282000.0,802329000.0,84885000.0
December 2015,32861000.0,11691000.0,839979000.0,96740000.0
March 2016,43388000.0,14225000.0,,
June 2016,31019000.0,7552000.0,,
September 2016,29046000.0,-1300000.0,922258000.0,83475000.0
December 2016,41180000.0,-8752000.0,918545000.0,92846000.0
March 2017,43275000.0,11567000.0,,
June 2017,32094000.0,6931000.0,,
September 2017,33714000.0,2714000.0,898235000.0,85101000.0
December 2017,40936000.0,8807000.0,910615000.0,104804000.0
March 2018,46318000.0,4380000.0,,
June 2018,35617000.0,-1874000.0,,
September 2018,28780000.0,1709000.0,854815000.0,83869000.0
December 2018,35743000.0,-10634000.0,843941000.0,98549000.0
March 2019,48116000.0,639000.0,,
June 2019,35234000.0,981000.0,,
September 2019,36776000.0,-1821000.0,1245659000.0,75184000.0
December 2019,35852000.0,-7702000.0,1237580000.0,105487000.0
March 2020,41502000.0,-174298000.0,,
June 2020,19697000.0,-56261000.0,,
September 2020,21284000.0,-6179000.0,1033271000.0,135605000.0
December 2020,24339000.0,-39330000.0,974739000.0,86908000.0
March 2021,30610000.0,-8713000.0,,
June 2021,28346000.0,-4996000.0,,
September 2021,31893500.0,-14980000.0,921724000.0,82069000.0
December 2021,31893500.0,-21313000.0,928998000.0,102156000.0
March 2022,34380000.0,-3105000.0,,
June 2022,32095000.0,-17932000.0,,
