,NetIncomeLoss,Assets,AssetsCurrent
March 2009,6580250.0,,
June 2009,6580250.0,,
September 2009,6580250.0,,
December 2009,6580250.0,,
March 2010,39446000.0,,
June 2010,55233000.0,,
September 2010,6515000.0,,
December 2010,4639000.0,280060000.0,35827000.0
March 2011,-12727000.0,,
June 2011,52930000.0,303241000.0,29906000.0
September 2011,89497000.0,324486000.0,36307000.0
December 2011,-6884000.0,326727000.0,26225000.0
March 2012,13570000.0,354905000.0,31498000.0
June 2012,65249000.0,374770000.0,25303000.0
September 2012,5533000.0,390764000.0,26106000.0
December 2012,23211000.0,430889000.0,23510000.0
March 2013,17170000.0,462163000.0,25777000.0
June 2013,29918000.0,494629000.0,29525000.0
September 2013,15757000.0,522379000.0,34181000.0
