,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2017,3063500.0,2303000.0,,-2890000.0,,
June 2017,3063500.0,2303000.0,,-3191000.0,,
September 2017,3842000.0,3076000.0,,-3827000.0,,
December 2017,9275000.0,6625000.0,,-9253000.0,92127000.0,91355000.0
March 2018,7479000.0,6204000.0,,-7483000.0,,
June 2018,10258000.0,8293000.0,,-10305000.0,,
September 2018,11415000.0,8731000.0,,-11426000.0,166394000.0,166044000.0
December 2018,14078000.0,11041000.0,,-14060000.0,151924000.0,151532000.0
March 2019,16253000.0,12511000.0,4878000.0,-15934000.0,139997000.0,137034000.0
June 2019,18634000.0,14494000.0,4878000.0,-18036000.0,126040000.0,123190000.0
September 2019,24359000.0,19660000.0,4878000.0,-23922000.0,103684000.0,99591000.0
December 2019,23758000.0,16827000.0,4878000.0,-23136000.0,216366000.0,211955000.0
March 2020,26747000.0,18622000.0,8125000.0,-26179000.0,194074000.0,189836000.0
June 2020,40452000.0,30059000.0,10393000.0,-40393000.0,167329000.0,163320000.0
September 2020,32641000.0,21005000.0,11636000.0,-32832000.0,143195000.0,133209000.0
December 2020,,24011000.0,14631000.0,-19933000.0,132047000.0,122363000.0
March 2021,,21579000.0,11970000.0,33413000.0,274916000.0,264009000.0
June 2021,,19778000.0,13475000.0,-22937000.0,259479000.0,249369000.0
September 2021,,23131000.0,13988000.0,-28858000.0,239979000.0,230580000.0
December 2021,,28757000.0,15138000.0,-36893000.0,212783000.0,202261000.0
March 2022,,22912000.0,13438000.0,-28068000.0,191047000.0,177739000.0
June 2022,,26420000.0,23082000.0,-41131000.0,165178000.0,153920000.0
