,NetIncomeLoss,Assets
March 2009,-3713750.0,
June 2009,-3713750.0,
September 2009,-3713750.0,
December 2009,-3713750.0,
March 2010,501000.0,
June 2010,6259000.0,
September 2010,8484000.0,
December 2010,8276000.0,3519388000.0
March 2011,7291000.0,
June 2011,8296000.0,3612016000.0
September 2011,11257000.0,3626043000.0
December 2011,7258000.0,3711370000.0
March 2012,8476000.0,3668273000.0
June 2012,7207000.0,3855177000.0
September 2012,10990000.0,3887427000.0
December 2012,9881000.0,3955206000.0
March 2013,10558000.0,3932026000.0
June 2013,12162000.0,4072617000.0
September 2013,12089000.0,4052969000.0
December 2013,9613000.0,4106100000.0
March 2014,10928000.0,4168998000.0
June 2014,6982000.0,4234342000.0
September 2014,11142000.0,4248731000.0
December 2014,9148000.0,4397132000.0
March 2015,11225000.0,4401380000.0
June 2015,10333000.0,4507367000.0
September 2015,10995000.0,4611034000.0
December 2015,12802000.0,4655380000.0
March 2016,10813000.0,4716608000.0
June 2016,10647000.0,4739449000.0
September 2016,13474000.0,4810611000.0
December 2016,13316000.0,5091383000.0
March 2017,15112000.0,5201164000.0
June 2017,14741000.0,5270521000.0
September 2017,15089000.0,5334788000.0
December 2017,8267000.0,5446675000.0
March 2018,21665000.0,7894918000.0
June 2018,24399000.0,8152600000.0
September 2018,29234000.0,8034565000.0
December 2018,25566000.0,8243272000.0
March 2019,30317000.0,8327900000.0
June 2019,28276000.0,8398519000.0
September 2019,29383000.0,8437538000.0
December 2019,28457000.0,8629002000.0
March 2020,9987000.0,8929602000.0
June 2020,-14338000.0,13290447000.0
September 2020,44642000.0,12678131000.0
December 2020,56662000.0,12798429000.0
March 2021,75464000.0,12873366000.0
June 2021,57263000.0,12925577000.0
September 2021,56976000.0,13017464000.0
December 2021,45404000.0,12590726000.0
March 2022,43935000.0,12967416000.0
June 2022,54800000.0,13303009000.0
