,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2009,32041000.0,27060250.0,,,
June 2009,32041000.0,27060250.0,,,
September 2009,32041000.0,27060250.0,,,
December 2009,32041000.0,27060250.0,,,
March 2010,30440000.0,12520000.0,,,
June 2010,31841000.0,17287000.0,,,
September 2010,31173000.0,18550000.0,,,
December 2010,30509000.0,-4136000.0,1446521000.0,88476000.0,1446521000.0
March 2011,30529000.0,-4951000.0,,,
June 2011,33017000.0,1000.0,1399812000.0,63202000.0,
September 2011,32859000.0,12926000.0,1408303000.0,77450000.0,
December 2011,30536000.0,429000.0,,92880000.0,1422495000.0
