,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,695000.0,,
June 2010,1093000.0,,
September 2010,,,
December 2010,,30080000.0,5372000.0
March 2011,838000.0,,
June 2011,960000.0,34729000.0,8625000.0
