,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2009,18945844.25,18768052.0,293701.75,,
June 2009,18945844.25,18768052.0,293701.75,,
September 2009,18945844.25,18768052.0,293701.75,,
December 2009,18945844.25,18768052.0,293701.75,,
March 2010,18075814.75,18024687.0,-560744.0,,
June 2010,18075814.75,16163354.0,523610.0,165682523.0,110620691.0
September 2010,18075814.75,19159541.0,4682355.0,186961658.0,132445701.0
December 2010,18075814.75,18955677.0,3038511.0,168579429.0,114731950.0
March 2011,18783423.5,18229351.0,541616.0,161559895.0,106868008.0
June 2011,18783423.5,16853029.0,2279700.0,179261043.0,124323725.0
September 2011,18783423.5,18026065.0,5212267.0,205490194.0,150674751.0
December 2011,18783423.5,16744251.0,273312.0,174065965.0,119505463.0
March 2012,16669940.25,16742058.0,720687.0,166392163.0,110852391.0
June 2012,16669940.25,14893727.0,218564.0,173468008.0,117717703.0
September 2012,16669940.25,18244196.0,5367437.0,196488281.0,141213062.0
December 2012,16669940.25,16799780.0,2548077.0,174844415.0,119729621.0
March 2013,24117105.666666668,17164182.0,892096.0,173431765.0,118147253.0
June 2013,24117105.666666668,17441736.0,1772280.0,190579875.0,135327330.0
September 2013,24117105.666666668,18341247.0,2934196.0,203725939.0,147943161.0
December 2013,172418.0,18404523.0,1774184.0,199024758.0,135658528.0
March 2014,20149483.5,20515539.0,723788.0,205244926.0,140177396.0
June 2014,20149483.5,20041283.0,1511461.0,213742628.0,149010685.0
September 2014,20149483.5,19363984.0,3138507.0,224552928.0,160311534.0
December 2014,20149483.5,20677128.0,4471542.0,213228443.0,149982668.0
March 2015,19481622.5,19567947.0,1413947.0,209087838.0,146830010.0
June 2015,19481622.5,19395298.0,2002673.0,215848022.0,153704367.0
September 2015,19217222.0,19217222.0,1803667.0,223001101.0,159349156.0
December 2015,20221612.0,20221612.0,1382870.0,193865131.0,129221919.0
March 2016,18969744.5,19131894.0,-191450.0,196231230.0,131359156.0
June 2016,18969744.5,18807595.0,-1759329.0,203524849.0,138901228.0
September 2016,18905218.0,17745691.0,445629.0,204774780.0,140637889.0
December 2016,22946310.0,19946310.0,-634246.0,180572615.0,120412919.0
March 2017,17381909.0,17381909.0,1496000.0,173784725.0,114542595.0
June 2017,15904935.0,15904935.0,1459183.0,180895274.0,121705597.0
September 2017,16026654.0,16026654.0,2234764.0,185750015.0,127462538.0
December 2017,19630063.0,19630063.0,4396000.0,173479290.0,119185563.0
March 2018,16737507.0,,3251111.0,188097918.0,133865865.0
June 2018,16159329.0,,2649000.0,188963791.0,134842956.0
September 2018,16791000.0,,5045010.0,194218276.0,140562987.0
December 2018,19280164.0,,3608000.0,184663000.0,131185000.0
March 2019,18479000.0,,3605000.0,188406000.0,133405000.0
June 2019,17498000.0,,3156000.0,196232000.0,140374000.0
September 2019,18027000.0,,5616000.0,202495000.0,145023000.0
December 2019,21596000.0,,5085000.0,205826000.0,146126000.0
March 2020,17807000.0,,1188000.0,221930000.0,161343000.0
June 2020,16363000.0,,2442000.0,201330000.0,140754000.0
September 2020,20175000.0,,7611000.0,217060000.0,153765000.0
December 2020,23220000.0,,9721000.0,229091000.0,163186000.0
March 2021,28558000.0,,4492000.0,449084000.0,224593000.0
June 2021,40717000.0,,3895000.0,476891000.0,241151000.0
September 2021,44208000.0,,-375000.0,546822000.0,309562000.0
December 2021,45081000.0,,12547000.0,624575000.0,375285000.0
March 2022,49630000.0,,7339000.0,684674000.0,436308000.0
June 2022,48155000.0,,920000.0,668838000.0,421213000.0
