,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,429000000.0,67000000.0,-155000000.0,,
June 2010,429000000.0,42000000.0,67000000.0,8273000000.0,2429000000.0
September 2010,429000000.0,56000000.0,56000000.0,8383000000.0,2534000000.0
December 2010,429000000.0,77000000.0,3000000.0,8732000000.0,2928000000.0
March 2011,394000000.0,95000000.0,107000000.0,9358000000.0,3598000000.0
June 2011,394000000.0,27000000.0,218000000.0,9738000000.0,4043000000.0
September 2011,394000000.0,44000000.0,345000000.0,9902000000.0,4212000000.0
December 2011,394000000.0,61000000.0,-124000000.0,9892000000.0,4151000000.0
March 2012,409000000.0,62000000.0,56000000.0,9908000000.0,4014000000.0
June 2012,387000000.0,47000000.0,387000000.0,10408000000.0,4413000000.0
September 2012,501000000.0,123000000.0,273000000.0,10987000000.0,4856000000.0
December 2012,405000000.0,78000000.0,27000000.0,10702000000.0,4636000000.0
March 2013,479000000.0,111000000.0,93000000.0,11390000000.0,5122000000.0
June 2013,505000000.0,64000000.0,227000000.0,13669000000.0,5787000000.0
September 2013,596000000.0,54000000.0,99000000.0,14116000000.0,6219000000.0
December 2013,668000000.0,108000000.0,-7000000.0,13389000000.0,5326000000.0
March 2014,622000000.0,31000000.0,78000000.0,13568000000.0,5470000000.0
June 2014,690000000.0,92000000.0,224000000.0,14071000000.0,5906000000.0
September 2014,710000000.0,86000000.0,396000000.0,14225000000.0,5964000000.0
December 2014,768000000.0,137000000.0,145000000.0,16491000000.0,5074000000.0
March 2015,675000000.0,98000000.0,145000000.0,16283000000.0,4581000000.0
June 2015,639000000.0,61000000.0,582000000.0,16691000000.0,4898000000.0
September 2015,743000000.0,95000000.0,759000000.0,16601000000.0,4658000000.0
December 2015,784000000.0,132000000.0,54000000.0,16332000000.0,4307000000.0
March 2016,693000000.0,82000000.0,69000000.0,16011000000.0,3503000000.0
June 2016,700000000.0,94000000.0,418000000.0,17612000000.0,4871000000.0
September 2016,759000000.0,107000000.0,169000000.0,18005000000.0,5105000000.0
December 2016,790000000.0,118000000.0,78000000.0,20398000000.0,7414000000.0
March 2017,790000000.0,135000000.0,50000000.0,20069000000.0,6261000000.0
