,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
December 2010,29414000.0,,964952000.0,285280000.0
March 2011,72041000.0,3706000.0,,
June 2011,74976000.0,6970000.0,963116000.0,276574000.0
September 2011,67324000.0,,981324000.0,290554000.0
December 2011,70684000.0,,992258000.0,297056000.0
March 2012,78016000.0,,1013332000.0,293124000.0
June 2012,75196000.0,,1001901000.0,302703000.0
September 2012,72138000.0,,1007645000.0,298244000.0
December 2012,70106000.0,,1051958000.0,318216000.0
March 2013,73913000.0,,1041212000.0,314645000.0
June 2013,77293000.0,,1067129000.0,335982000.0
September 2013,79492000.0,,1081800000.0,330221000.0
December 2013,77644000.0,,1086277000.0,318111000.0
March 2014,87670000.0,,1098527000.0,332640000.0
June 2014,84773000.0,,1104520000.0,338224000.0
September 2014,84396000.0,,1122878000.0,343041000.0
