,NetIncomeLoss,Assets
March 2009,-635000.0,
June 2009,-635000.0,
September 2009,-635000.0,
December 2009,-635000.0,
March 2010,5960000.0,
June 2010,7508000.0,
September 2010,10909000.0,
December 2010,7630000.0,2438391000.0
March 2011,5402000.0,
June 2011,-20171000.0,3947679000.0
September 2011,22763000.0,3744319000.0
December 2011,1506000.0,3644934000.0
March 2012,7320000.0,3580485000.0
June 2012,7977000.0,3476427000.0
September 2012,-389000.0,3443298000.0
December 2012,3158000.0,3406792000.0
March 2013,2742000.0,3305435000.0
June 2013,9141000.0,3275011000.0
September 2013,17272000.0,3268852000.0
