,NetIncomeLoss,Assets
March 2008,36992750.0,
June 2008,36992750.0,
September 2008,36992750.0,
December 2008,36992750.0,
March 2009,44574000.0,
June 2009,46001000.0,
September 2009,49488000.0,
December 2009,130936000.0,6192770000.0
March 2010,58169000.0,
June 2010,66271000.0,6218829000.0
September 2010,36600000.0,6494789000.0
December 2010,37400000.0,6431699000.0
March 2011,71340000.0,6529999000.0
June 2011,15082000.0,6615867000.0
September 2011,19158000.0,6412324000.0
December 2011,37700000.0,6478089000.0
March 2012,560103000.0,21775154000.0
June 2012,109309000.0,22418692000.0
September 2012,125400000.0,22757642000.0
December 2012,-92600000.0,22807967000.0
March 2013,196300000.0,22804546000.0
June 2013,113709000.0,22890080000.0
September 2013,113167000.0,23241751000.0
December 2013,205300000.0,23361088000.0
March 2014,204880000.0,23494336000.0
June 2014,148980000.0,23841908000.0
September 2014,186300000.0,23929466000.0
December 2014,139100000.0,23489436000.0
March 2015,125209000.0,23560934000.0
June 2015,182478000.0,23928288000.0
September 2015,96530000.0,23434135000.0
December 2015,156100000.0,22839079000.0
March 2016,154500000.0,23055343000.0
June 2016,77071000.0,23814788000.0
September 2016,155831000.0,24116999000.0
December 2016,69500000.0,23756591000.0
March 2017,149200000.0,23939141000.0
June 2017,101811000.0,24529488000.0
September 2017,-314157000.0,25714235000.0
December 2017,153300000.0,25384317000.0
March 2018,171575000.0,25097256000.0
June 2018,295100000.0,25085887000.0
September 2018,284900000.0,25795884000.0
December 2018,-712100000.0,25344896000.0
March 2019,440200000.0,25793057000.0
June 2019,295459000.0,26356378000.0
September 2019,90432000.0,26490831000.0
December 2019,31700000.0,26931604000.0
March 2020,-361200000.0,25752941000.0
June 2020,177400000.0,27620871000.0
September 2020,126522000.0,28452571000.0
December 2020,159100000.0,28927010000.0
March 2021,230041000.0,29385883000.0
June 2021,403651000.0,30491661000.0
September 2021,-114966000.0,31869187000.0
December 2021,516200000.0,32268675000.0
March 2022,125681000.0,31894427000.0
June 2022,-171614000.0,31007865000.0
