,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
September 2010,1025835.0,644511.0,,
December 2010,793075.0,201781.0,,
March 2011,254539.0,-872497.0,,
June 2011,,,198778524.0,121410293.0
September 2011,416824.0,-1079095.0,205076502.0,128873123.0
December 2011,1026658.0,-3537922.0,201260312.0,126170208.0
March 2012,1421246.0,-3313023.0,199903611.0,127425132.0
June 2012,5268079.0,-9019105.0,185546470.0,115579839.0
September 2012,1896849.0,-4222283.0,184069896.0,115643144.0
December 2012,9265124.0,-10884505.0,173722391.0,106910479.0
March 2013,10325562.0,-13487395.0,163253520.0,98597518.0
June 2013,36905511.0,-40345203.0,119927678.0,56301263.0
September 2013,5648518.0,-9577140.0,115452703.0,53885289.0
December 2013,6940532.0,-12958983.0,111634938.0,51589030.0
March 2014,13830125.0,-20431271.0,88139569.0,31881449.0
June 2014,1409870.0,5455999.0,77854614.0,22249319.0
September 2014,3068572.0,-6798389.0,71523172.0,17716244.0
December 2014,1702245.0,-5375650.0,66304767.0,15327637.0
