,NetIncomeLoss,Assets,AssetsCurrent
March 2019,-1265250.0,,
June 2019,-1265250.0,,
September 2019,-1265250.0,,
December 2019,-1265250.0,,
March 2020,-3011000.0,,
June 2020,-2228000.0,,
September 2020,-2138000.0,,
December 2020,-10663000.0,11717000.0,11165000.0
March 2021,-238691000.0,,
June 2021,-41451000.0,643757000.0,643682000.0
September 2021,-40155000.0,612207000.0,611645000.0
December 2021,-60774000.0,629635000.0,628774000.0
March 2022,-54498000.0,582188000.0,581195000.0
June 2022,-64661000.0,521051000.0,519498000.0
