,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,3458750.0,2151000.0,-2710000.0,,
June 2012,3458750.0,2151000.0,-2710000.0,,
September 2012,3458750.0,2151000.0,-2710000.0,,
December 2012,3458750.0,2151000.0,-2710000.0,,
March 2013,3536000.0,2543000.0,-3287500.0,,
June 2013,4520000.0,3356000.0,-3287500.0,,
September 2013,4122000.0,2920000.0,-3994000.0,,
December 2013,4478000.0,2735000.0,-5406000.0,30965000.0,30670000.0
March 2014,5538000.0,4078000.0,-8223000.0,,
June 2014,5751000.0,3883000.0,-6126000.0,22084000.0,20029000.0
September 2014,10101000.0,5988000.0,-6682000.0,85016000.0,84707000.0
December 2014,14921000.0,8797000.0,-13120000.0,78383000.0,77982000.0
March 2015,11344000.0,7463000.0,-9406000.0,63297000.0,62616000.0
June 2015,12305000.0,8483000.0,-10517000.0,131342000.0,130846000.0
September 2015,12067000.0,8263000.0,-7407000.0,125897000.0,125365000.0
December 2015,13279000.0,8878000.0,-12115000.0,116145000.0,115560000.0
March 2016,14506000.0,10570000.0,-12294000.0,105056000.0,104528000.0
June 2016,15587000.0,11386000.0,-14347000.0,97791000.0,97303000.0
September 2016,20799000.0,11173000.0,-12443000.0,125659000.0,125226000.0
December 2016,16582000.0,12005000.0,-14446000.0,114495000.0,114081000.0
March 2017,18210000.0,14038000.0,-12620000.0,99882000.0,99145000.0
June 2017,14769000.0,10863000.0,-13846000.0,90871000.0,89840000.0
September 2017,14171000.0,10246000.0,-13416000.0,78069000.0,77017000.0
December 2017,12857000.0,8523000.0,-11980000.0,153834000.0,153143000.0
March 2018,14313000.0,10311000.0,-13300000.0,135314000.0,134503000.0
June 2018,15146000.0,11000000.0,-13808000.0,124732000.0,123984000.0
September 2018,15102000.0,11268000.0,-14049000.0,113185000.0,112493000.0
December 2018,14685000.0,9836000.0,-13601000.0,100960000.0,100225000.0
