,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2020,945.75,683.0,0.0,,
June 2020,945.75,683.0,0.0,,
September 2020,945.75,683.0,0.0,,
December 2020,945.75,683.0,-5687.0,211317.0,211317.0
March 2021,96948.0,89588.0,-101248.0,,
June 2021,129601.0,116742.0,-132515.0,709267.0,701196.0
September 2021,290165.0,268115.0,-295995.0,457401.0,431957.0
December 2021,325501.0,242079.0,-327497.0,429158.0,424445.0
March 2022,223423.0,146046.0,-224372.0,329449.0,325276.0
June 2022,272093.0,139952.0,-275138.0,657489.0,653856.0
