,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,0.0,,0.0,,,
June 2014,0.0,,0.0,,,
September 2014,93797.0,,141098.0,,,
December 2014,114844.0,,-171052.0,312403.0,307633.0,4770.0
March 2015,49501.0,,21972.0,,,
June 2015,133471.0,,60845.0,,,
September 2015,155089.0,,50448.0,530005.0,473379.0,56626.0
December 2015,197818.0,,-47516.0,476965.0,424606.0,52359.0
March 2016,176030.0,,-113856.0,447946.0,399852.0,48094.0
June 2016,207059.0,,-99662.0,294617.0,250790.0,43827.0
September 2016,139760.0,,18752.0,453960.0,414398.0,39562.0
December 2016,798514.0,,-1269507.0,727851.0,682017.0,45834.0
March 2017,228885.0,,111163.0,992921.0,887607.0,105314.0
June 2017,5172869.0,,-4494435.0,7440049.0,912067.0,6527982.0
September 2017,950825.0,,-485627.0,11356912.0,1807737.0,9549175.0
December 2017,1110674.0,,-512273.0,11132363.0,1384687.0,9747676.0
March 2018,819492.0,321922.0,25424.0,10844752.0,1300371.0,9544381.0
June 2018,884119.0,179878.0,181692.0,12023628.0,2510383.0,9513245.0
September 2018,1842876.0,259900.0,4950679.0,21007420.0,3248639.0,17758781.0
December 2018,1148217.0,340056.0,-4208880.0,18221606.0,3449231.0,14772375.0
March 2019,2632791.0,295306.0,-2911818.0,17764351.0,2962094.0,14802257.0
June 2019,9014276.0,454389.0,-8822650.0,21364876.0,6892098.0,14472778.0
September 2019,3478232.0,718990.0,-1827978.0,35918902.0,18778655.0,17140247.0
December 2019,6741352.0,792632.0,-3413296.0,32228607.0,15569115.0,16659492.0
March 2020,5165674.0,666919.0,-1379310.0,30029291.0,13034380.0,16994911.0
June 2020,8667604.0,1088479.0,-6595707.0,36012965.0,10001522.0,26011443.0
September 2020,6400290.0,1298693.0,-2914211.0,32696633.0,6575953.0,26120680.0
December 2020,9443737.0,1469512.0,-8527533.0,70682601.0,5997365.0,64685236.0
March 2021,8737910.0,3189638.0,-3649507.0,181019152.0,31586887.0,149432265.0
June 2021,10461584.0,4797495.0,4370040.0,183359272.0,35528013.0,147831259.0
September 2021,11218992.0,5593336.0,968756.0,194731295.0,37956752.0,156774543.0
December 2021,8526042.0,3035837.0,12829841.0,285030792.0,123912255.0,161118537.0
March 2022,15728043.0,6855711.0,-26778702.0,318006636.0,71381218.0,246625418.0
June 2022,16120798.0,6666044.0,33840983.0,318147981.0,66806164.0,251341817.0
