,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,Assets,AssetsCurrent
March 2010,4347000.0,10859000.0,,
June 2010,4299000.0,10745000.0,,
September 2010,4416000.0,11046000.0,,
December 2010,,,144422000.0,78310000.0
March 2011,5392000.0,13720000.0,,
June 2011,5510000.0,13542000.0,141742000.0,79490000.0
September 2011,5583000.0,13073000.0,152692000.0,92199000.0
