,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2019,270097750.0,,396097750.0,,
June 2019,270097750.0,,396097750.0,,
September 2019,270097750.0,,396097750.0,,
December 2019,270097750.0,,396097750.0,,
March 2020,279584000.0,122027000.0,-113033000.0,,
June 2020,277139000.0,112794000.0,-157893000.0,,
September 2020,255637000.0,115501000.0,-22908000.0,,
December 2020,260380000.0,,16536000.0,,
March 2021,286100000.0,201466000.0,-88200000.0,,
June 2021,367000000.0,259161000.0,-276428000.0,,
September 2021,371894000.0,243406000.0,-62532000.0,,
December 2021,399312000.0,,6126000.0,,
March 2022,444100000.0,235700000.0,-165700000.0,,
June 2022,449000000.0,211700000.0,4300000.0,,
