,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,,-525754.0,,,
June 2010,,-369937.0,,,
September 2010,,-69082.0,,,
December 2010,,-58122.0,5981760.0,1437316.0,
March 2011,,218392.0,,,
June 2011,,-413934.0,5056451.0,771743.0,
September 2011,,2523534.0,7314216.0,3443421.0,
December 2011,,-2144138.0,6408961.0,2778330.0,
March 2012,206798.0,-1969894.0,76922035.0,24362811.0,
June 2012,343199.0,-7397834.0,,,
September 2012,4568366.0,-762761.0,61817868.0,14699204.0,
December 2012,-369023009.0,-8154143.0,56381926.0,19674697.0,
March 2013,-102994124.0,-763331.0,52761612.0,15870858.0,
June 2013,-102994124.0,-5107010.0,49936863.0,13229542.0,
September 2013,-102994124.0,-2080737.0,51338719.0,14620115.0,
December 2013,-102994124.0,4143949.0,57679501.0,20488953.0,
March 2014,-94084720.5,6194273.0,54528800.0,16527149.0,
June 2014,-94084720.5,1438557.0,57118505.0,19245778.0,
September 2014,-94084720.5,816047.0,61042987.0,22224497.0,
December 2014,-94084720.5,7309879.0,60407157.0,14682657.0,45724500.0
March 2015,-51666303.75,3701364.0,61140212.0,16496142.0,
June 2015,-51666303.75,137879.0,81791746.0,21299688.0,
September 2015,-51666303.75,1264233.0,86151886.0,25165430.0,60986456.0
December 2015,-51666303.75,-700237.0,91412196.0,23116587.0,68295609.0
March 2016,-44447737.25,-2149084.0,95208209.0,28183906.0,67024303.0
June 2016,-44447737.25,-3162736.0,99163154.0,26291337.0,72871817.0
September 2016,-44447737.25,-1938551.0,96402163.0,22404232.0,73997931.0
December 2016,-44447737.25,-8517077.0,75360018.0,10944904.0,64415114.0
March 2017,-63467208.75,-1849950.0,74315261.0,9112291.0,65202970.0
June 2017,-63467208.75,-25393282.0,72483838.0,7073709.0,65410129.0
September 2017,-63467208.75,3946000.0,72859505.0,7778818.0,65080687.0
December 2017,-63467208.75,968842.0,73408324.0,6979000.0,66428886.0
March 2018,,-151000.0,72378000.0,5673000.0,66705000.0
June 2018,,1836000.0,75247000.0,8315000.0,66932000.0
September 2018,,-937000.0,72167000.0,5118000.0,67049000.0
December 2018,,-1271000.0,70677000.0,4040000.0,66637000.0
March 2019,,747000.0,71649000.0,4757000.0,66892000.0
June 2019,,-3299000.0,71149000.0,4523000.0,66626000.0
September 2019,,8167000.0,70540000.0,4616000.0,65924000.0
December 2019,,1746000.0,71444000.0,6075000.0,65369000.0
March 2020,62147000.0,-3340000.0,68409000.0,3510000.0,64899000.0
June 2020,19723000.0,-4242000.0,70939000.0,5985000.0,64954000.0
September 2020,44458000.0,-4653000.0,67651000.0,3230000.0,64421000.0
December 2020,-303359000.0,-2223000.0,69300000.0,5561000.0,63739000.0
March 2021,54000.0,-3174000.0,65552000.0,3008000.0,62544000.0
June 2021,70516000.0,-4099000.0,65085000.0,3224000.0,61861000.0
September 2021,80197000.0,-2929000.0,66095000.0,4917000.0,61178000.0
December 2021,-450871000.0,-2639000.0,66309000.0,5824000.0,60485000.0
March 2022,11000.0,3478000.0,67693000.0,7901000.0,59792000.0
June 2022,1620000.0,13410000.0,79887000.0,20742000.0,59145000.0
