,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2010,177361.0,0.0,177361.0,1769671.0,,
June 2010,259863.0,0.0,259863.0,-688128.0,,
September 2010,488573.0,29931.0,458642.0,-677670.0,,
December 2010,1273709.0,140316.0,1133393.0,-3501926.0,25197369.0,2078328.0
March 2011,2068943.0,132616.0,1936327.0,-2162467.0,,
June 2011,960540.0,139413.0,821127.0,-656113.0,24766612.0,1940703.0
September 2011,783417.0,121609.0,661808.0,-843945.0,24200571.0,1240628.0
December 2011,9949416.0,129192.0,433444.0,-10190678.0,14025095.0,603908.0
March 2012,612414.0,113212.0,499202.0,-871851.0,14330678.0,1065312.0
June 2012,1118377.0,49494.0,1068883.0,-1307775.0,,
September 2012,798010.0,30396.0,767614.0,-874438.0,13538033.0,531880.0
December 2012,1759391.0,40717.0,1718674.0,-1851271.0,13727151.0,882196.0
March 2013,2032652.0,1629.0,2031023.0,-2703835.0,13394240.0,712687.0
June 2013,2408178.0,27973.0,2380205.0,-2089343.0,15178945.0,2657658.0
September 2013,2117028.0,33602.0,2095926.0,-2236045.0,13756999.0,955437.0
December 2013,13325344.0,0.0,5212844.0,-14947659.0,17451568.0,12847234.0
March 2014,8712526.0,0.0,8646544.0,-9036162.0,14876270.0,10450553.0
June 2014,6375749.0,0.0,5956091.0,-5954229.0,36007933.0,25289176.0
September 2014,5735744.0,0.0,5480380.0,-5103443.0,32421807.0,22015944.0
December 2014,6109557.0,0.0,6071993.0,-5351601.0,29723724.0,19629067.0
March 2015,8584000.0,21000.0,6509000.0,-7662000.0,24547289.0,14758794.0
June 2015,9882264.0,279000.0,8230000.0,-6990000.0,100181038.0,41653368.0
September 2015,10943000.0,192243.0,10375987.0,-7132664.0,95074338.0,37534918.0
December 2015,7047736.0,222757.0,9225013.0,-4232336.0,89752000.0,32672000.0
March 2016,10518000.0,199000.0,9740000.0,-7682000.0,80778000.0,24107000.0
June 2016,787000.0,328000.0,9189000.0,5172000.0,79052000.0,23496000.0
September 2016,10878000.0,164000.0,8902000.0,-8588000.0,72659000.0,17550000.0
December 2016,19883000.0,168000.0,7494000.0,-17145000.0,54499000.0,11777000.0
March 2017,8554000.0,111000.0,7588000.0,-6998000.0,49727000.0,8293000.0
June 2017,1407000.0,9000.0,1407000.0,-4204000.0,48932000.0,8894000.0
September 2017,7205000.0,1000.0,7004000.0,-2700000.0,44803000.0,7777000.0
December 2017,-12228000.0,0.0,-10696000.0,-11805000.0,32941000.0,7477000.0
March 2018,1872000.0,0.0,1872000.0,-5110000.0,31750000.0,7598000.0
June 2018,1181000.0,583000.0,1275000.0,-1422000.0,13551000.0,13006000.0
September 2018,1334000.0,524000.0,745000.0,-1505000.0,12693000.0,12236000.0
December 2018,1405000.0,,886000.0,-380000.0,1980000.0,1952000.0
March 2019,875000.0,1331000.0,605000.0,-2462000.0,10122000.0,8074000.0
June 2019,2245000.0,1895000.0,,-4676000.0,2703000.0,1900000.0
September 2019,1672000.0,1986000.0,,-1895000.0,3254000.0,2544000.0
