,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,30.0,0.0,30.0,-30.0,,
June 2012,102317.0,52297.0,50020.0,-102317.0,,
September 2012,45535.0,7027.0,38508.0,-45535.0,,
December 2012,249006.0,54945.0,131561.0,-46333.0,137703.0,135820.0
March 2013,441251.0,177783.0,258468.0,-445001.0,,
June 2013,152249.0,84225.0,67535.0,-156749.0,161295.0,159610.0
September 2013,420830.0,170354.0,246143.0,-473999.0,33358.0,30377.0
December 2013,420769.0,86252.0,263016.0,-468785.0,321206.0,313472.0
March 2014,520388.0,164278.0,295926.0,-1605709.0,380266.0,370958.0
June 2014,1039418.0,259847.0,470755.0,-2090546.0,740148.0,716939.0
September 2014,1546339.0,463054.0,710914.0,-2707749.0,5067009.0,5030111.0
December 2014,2140337.0,530566.0,955065.0,-672605.0,3663697.0,3507474.0
March 2015,2047732.0,573255.0,816443.0,-2047053.0,2044174.0,1727540.0
June 2015,2453654.0,940760.0,,-3450049.0,2376115.0,1933998.0
September 2015,2856011.0,732406.0,,-3543313.0,2966715.0,2587963.0
December 2015,2359930.0,482097.0,,-4036439.0,5081695.0,4708481.0
March 2016,2294430.0,361324.0,,-5411696.0,3468569.0,3140069.0
June 2016,2281213.0,383356.0,,-2509576.0,5092047.0,3900557.0
September 2016,2818922.0,80208.0,,-2447649.0,33115715.0,8455924.0
December 2016,2616975.0,63299.0,,-2384007.0,35392997.0,11247882.0
March 2017,2442388.0,84944.0,,-730215.0,35869643.0,11855095.0
June 2017,3127013.0,177678.0,,-1199317.0,47384984.0,10555308.0
September 2017,4507806.0,677104.0,,-4031152.0,46530431.0,10091275.0
December 2017,5193262.0,728124.0,,-2304189.0,48242745.0,12000178.0
March 2018,2934685.0,730103.0,,-1612813.0,46580492.0,10764435.0
June 2018,4010161.0,175386.0,,-998812.0,43247247.0,7810004.0
September 2018,2966861.0,200519.0,,-1262500.0,43260190.0,8196197.0
December 2018,1813524.0,-344286.0,,-3215837.0,38055564.0,3397728.0
March 2019,2654425.0,204953.0,,-1298547.0,39433507.0,4812934.0
June 2019,2844027.0,403327.0,,-3357127.0,37865290.0,3628594.0
September 2019,2610515.0,354257.0,,-7637227.0,25337475.0,3390817.0
December 2019,2082048.0,245999.0,,503446.0,25048182.0,3364680.0
March 2020,1756499.0,186612.0,,438064.0,24412875.0,2957048.0
June 2020,1917250.0,312777.0,,-667629.0,24182522.0,2677547.0
September 2020,2404653.0,257832.0,,-1078341.0,24834130.0,3558085.0
December 2020,2708405.0,351713.0,,-1557078.0,26948287.0,5894169.0
March 2021,2333479.0,274915.0,,-4222157.0,30886647.0,10050375.0
June 2021,2031733.0,241651.0,,-555748.0,25540865.0,4920315.0
September 2021,1764342.0,202949.0,,-641704.0,38393515.0,17981808.0
December 2021,7098406.0,46144.0,,-6288280.0,30123383.0,14439765.0
March 2022,3486529.0,262484.0,,-1283145.0,29848242.0,14337739.0
June 2022,3128538.0,204592.0,,-1112273.0,28568568.0,12858984.0
