,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2007,2922000000.0,1438750000.0,1350250000.0,1744000000.0,,
June 2007,2922000000.0,1438750000.0,1350250000.0,1744000000.0,,
September 2007,2922000000.0,1438750000.0,1350250000.0,1744000000.0,,
December 2007,2922000000.0,1438750000.0,1350250000.0,1744000000.0,,
March 2008,3145000000.0,1467000000.0,1349000000.0,1443000000.0,,
June 2008,2994000000.0,1468000000.0,1430000000.0,1601000000.0,,
September 2008,2921000000.0,1471000000.0,1415000000.0,2014000000.0,,
December 2008,2830000000.0,1316000000.0,1258000000.0,234000000.0,50472000000.0,19871000000.0
March 2009,2591000000.0,1317000000.0,1198000000.0,629000000.0,,
June 2009,4091000000.0,1303000000.0,2697000000.0,-398000000.0,49061000000.0,18467000000.0
September 2009,2825000000.0,1430000000.0,1320000000.0,1856000000.0,50996000000.0,19247000000.0
December 2009,4343000000.0,1603000000.0,2716000000.0,2282000000.0,53095000000.0,21157000000.0
March 2010,3081000000.0,1564000000.0,1514000000.0,2442000000.0,55773000000.0,23724000000.0
June 2010,3254000000.0,1666000000.0,1584000000.0,2887000000.0,57691000000.0,26464000000.0
September 2010,3185000000.0,1675000000.0,1506000000.0,2955000000.0,60588000000.0,29499000000.0
December 2010,3383000000.0,1671000000.0,1705000000.0,3180000000.0,63186000000.0,31611000000.0
March 2011,3727000000.0,1916000000.0,1775000000.0,3160000000.0,65552000000.0,22795000000.0
June 2011,3967000000.0,1986000000.0,1905000000.0,2954000000.0,66089000000.0,23102000000.0
September 2011,4233000000.0,2140000000.0,2017000000.0,3468000000.0,70551000000.0,26698000000.0
December 2011,4353000000.0,2308000000.0,1973000000.0,3360000000.0,71119000000.0,25872000000.0
March 2012,4455000000.0,2401000000.0,1973000000.0,2738000000.0,71817000000.0,25421000000.0
June 2012,4722000000.0,2513000000.0,2131000000.0,2827000000.0,72352000000.0,25785000000.0
September 2012,4674000000.0,2605000000.0,1995000000.0,2972000000.0,74441000000.0,23014000000.0
December 2012,4662000000.0,2629000000.0,1958000000.0,2468000000.0,84351000000.0,31358000000.0
March 2013,4547000000.0,2527000000.0,1947000000.0,2045000000.0,83083000000.0,28677000000.0
June 2013,4751000000.0,2516000000.0,2165000000.0,2000000000.0,85661000000.0,29048000000.0
September 2013,4910000000.0,2742000000.0,1970000000.0,2950000000.0,90551000000.0,31350000000.0
December 2013,5022000000.0,2826000000.0,2006000000.0,2625000000.0,92358000000.0,32084000000.0
March 2014,5103000000.0,2846000000.0,2047000000.0,1930000000.0,91932000000.0,30554000000.0
June 2014,5073000000.0,2859000000.0,2061000000.0,2796000000.0,91793000000.0,29006000000.0
September 2014,4918000000.0,2842000000.0,1979000000.0,3317000000.0,90616000000.0,27509000000.0
December 2014,5168000000.0,2990000000.0,2049000000.0,3661000000.0,91956000000.0,27730000000.0
March 2015,5115000000.0,2995000000.0,1953000000.0,1992000000.0,89566000000.0,26466000000.0
June 2015,5352000000.0,3087000000.0,1949000000.0,2706000000.0,90492000000.0,26710000000.0
September 2015,4919000000.0,2927000000.0,1910000000.0,3109000000.0,98552000000.0,36205000000.0
December 2015,5291000000.0,3119000000.0,2118000000.0,3613000000.0,103065000000.0,40356000000.0
March 2016,5562000000.0,3246000000.0,2226000000.0,2046000000.0,105467000000.0,27397000000.0
