,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2008,122650000.0,68200000.0,,
June 2008,122650000.0,68200000.0,,
September 2008,122650000.0,68200000.0,,
December 2008,122650000.0,68200000.0,,
March 2009,122000000.0,54400000.0,,
June 2009,111100000.0,59600000.0,,
September 2009,111200000.0,59700000.0,,
December 2009,125900000.0,60200000.0,3550500000.0,416800000.0
March 2010,109500000.0,56700000.0,3505600000.0,446800000.0
June 2010,126900000.0,71300000.0,3432100000.0,473000000.0
September 2010,134000000.0,76500000.0,3400000000.0,437100000.0
December 2010,137000000.0,62200000.0,3433600000.0,429200000.0
March 2011,126500000.0,57300000.0,3468800000.0,427200000.0
June 2011,140500000.0,34500000.0,3489300000.0,436500000.0
September 2011,141700000.0,66700000.0,3512500000.0,430200000.0
December 2011,146100000.0,74400000.0,3508600000.0,452300000.0
March 2012,151100000.0,71500000.0,3518400000.0,475100000.0
June 2012,158300000.0,76400000.0,3521100000.0,517000000.0
September 2012,162800000.0,77900000.0,3605900000.0,605700000.0
December 2012,206500000.0,46300000.0,4520100000.0,538700000.0
March 2013,174500000.0,101100000.0,4387200000.0,484800000.0
June 2013,186500000.0,90500000.0,4373600000.0,512600000.0
September 2013,173400000.0,83500000.0,4390400000.0,526500000.0
December 2013,181400000.0,76700000.0,4539900000.0,648400000.0
March 2014,175400000.0,83900000.0,4750100000.0,524500000.0
June 2014,183500000.0,92800000.0,4766300000.0,554200000.0
September 2014,197800000.0,92700000.0,4707100000.0,550400000.0
December 2014,195000000.0,98000000.0,4674200000.0,605100000.0
March 2015,232900000.0,88300000.0,4595000000.0,585000000.0
June 2015,218700000.0,111000000.0,4585500000.0,591200000.0
September 2015,217200000.0,117900000.0,4541400000.0,582100000.0
December 2015,215500000.0,111900000.0,4501500000.0,561600000.0
March 2016,243100000.0,102100000.0,6732900000.0,630100000.0
June 2016,231600000.0,130900000.0,6640800000.0,627200000.0
September 2016,233400000.0,132800000.0,6806600000.0,661800000.0
December 2016,240100000.0,123000000.0,6664000000.0,672900000.0
March 2017,241500000.0,153300000.0,6789000000.0,705200000.0
June 2017,228400000.0,165400000.0,7058300000.0,1000700000.0
September 2017,312200000.0,96300000.0,7115700000.0,899300000.0
December 2017,257000000.0,172300000.0,7233400000.0,998400000.0
March 2018,300500000.0,90900000.0,7196100000.0,917400000.0
June 2018,257500000.0,144800000.0,7116900000.0,948800000.0
September 2018,317500000.0,38400000.0,7134000000.0,887500000.0
December 2018,337800000.0,25600000.0,7153200000.0,902300000.0
March 2019,998900000.0,-555900000.0,7335700000.0,864700000.0
June 2019,306800000.0,66800000.0,7473500000.0,813800000.0
September 2019,295500000.0,81100000.0,7430700000.0,853000000.0
December 2019,389000000.0,15800000.0,7909000000.0,1209400000.0
March 2020,316000000.0,112600000.0,7622800000.0,1149000000.0
June 2020,309900000.0,95900000.0,8832800000.0,2104900000.0
September 2020,330000000.0,228500000.0,9249800000.0,2311600000.0
December 2020,366600000.0,74500000.0,9611800000.0,2478300000.0
March 2021,308800000.0,201600000.0,9669400000.0,1665000000.0
June 2021,328400000.0,215100000.0,9340300000.0,1329500000.0
September 2021,344200000.0,205400000.0,11083300000.0,2890300000.0
December 2021,343200000.0,122100000.0,11040900000.0,1120900000.0
March 2022,340300000.0,221800000.0,11391700000.0,1264200000.0
June 2022,330200000.0,200600000.0,11221200000.0,1353300000.0
